debate,time,text,date,mp
Postal Services Bill,,Will the hon. Gentleman give way?,2011-01-12 00:00:00,Nia Griffith
Postal Services Bill,,"The hon. Gentleman needs to remember that when we debated how to support the post office network and how to put in the extra subsidy that enabled us to keep open 11,900 post offices, the Minister of State, Department for International Development, who was then the shadow Minister speaking for the official Opposition, made it absolutely clear that the Conservative party would not have put in the amount of money that we were prepared to put in. Of course, the Liberal Democrats were not then promising anything because they never thought that they would have to deliver.",2011-01-12 00:00:00,Nia Griffith
Royal Mail Privatisation,,"Is the hon. Lady suggesting that a three-mile access criterion would be sufficient? In other words, as long as someone was within three miles of a post office, that would be acceptable. Is that the sort of network of post offices that she envisages?",2011-01-18 00:00:00,Nia Griffith
Royal Mail Privatisation,,"The hon. Gentleman has mentioned training, the quality of post office staff and the different reception that people may have in supermarkets and garages. Does he not think that it is precisely that type of thing that makes it possible for supermarkets and high street chains to undercut the price that the Post Office will probably be tendering at, and that therefore there is a real danger that the Royal Mail could switch to a cheaper option, which might be a much poorer-quality service? It may even be a loss leader for some of the big chains.",2011-01-18 00:00:00,Nia Griffith
Royal Mail Privatisation,2017-05-01 12:00:00,"I congratulate my hon. Friend the Member for North Ayrshire and Arran (Katy Clark) on securing this debate on a very important topic. Her worries and concerns are shared by many hon. Members on both sides of the House, as we saw   from the number who attended and participated on Report in the debate on the amendment to guarantee a 10-year inter-business agreement. Post offices are at the heart of our communities and are well loved by the people they serve. Hon. Members will remember the postcard campaign lobbying MPs to keep the Post Office card account; many were contacted by more constituents on that issue than on any other, before or since. They received cards from constituents who used Post Office card accounts, and from people who did not have one but who realised the value of the facility to other members of the community and the account’s value to the post office network, because of the work it brought in, directly and indirectly, through increased footfall in post offices and increased business for the corner or village shop where the post office was situated. Consumers and sub-postmasters alike recognise that any drop in post office business or footfall could have an impact on the economic viability of the post office or village shop. Yet the Government are complacent about the potential loss to the post office network of some 37% of its current business. The loss of all or even some of that business will inevitably mean a dramatic reshaping of the post office network on an unprecedented scale. The Under-Secretary of State for Business, Innovation and Skills, the hon. Member for Kingston and Surbiton (Mr Davey) has not explained that complacency. He has hidden behind some potential barriers, which he seems unwilling to try to shift and which may be more a figment of his imagination than a reality. I hope that the Minister will today be able to give us a better explanation for that complacency. The Under-Secretary did not tell us, either in Committee or on Report, about any detailed work or discussions that have taken place to secure future Royal Mail business for the post office network. There are many ways in which that might be achieved, but I shall concentrate my remarks on three of them, namely the inclusion of a specific number of access points in the Bill, the inclusion of an inter-business agreement in the Bill and other ways of securing an inter-business agreement. In Committee, the Under-Secretary steadfastly refused to consider any mechanism to protect the post office network or the number of outlets where consumers can access post office services. One of the issues that we debated at length in Committee was including in the Postal Services Bill measures to guarantee the number and geographical spread of access points to postal services, which would guarantee the public a number of outlets across the country to post parcels or register letters. Without that guarantee of a specific number of outlets to serve consumers, there will be nothing to stop a privatised Royal Mail from drastically cutting the number of outlets, and limiting them to the larger centres only, whether through high street chains or part of the post office network.",2011-01-18 00:00:00,Nia Griffith
Royal Mail Privatisation,,"If the hon. Gentleman looks carefully, he will see that there is much flexibility in the Bill about what can be changed by the regulator and where things can be moved to, so the guarantee is not robust. Returning to putting more robust access criteria in the Bill, if that does not happen consumers will have to travel much further to access Royal Mail postal services, and inevitably those who have least access to transport will miss out—those who do not have cars and those who are served by an infrequent bus service or by no bus service at all. A reduction in the number of access points would also have a negative impact on small businesses in rural areas that make frequent use of the parcel service and whose costs, both in fuel and time, would increase significantly if they had to travel many extra miles to use postal services. There is nothing to stop the Government including in the Bill that vital guarantee for consumers. Only a simple guarantee of a number of access points similar to the current number of post offices would ensure that consumers would continue to have access to the same sort of availability of counter services as they enjoy at present.",2011-01-18 00:00:00,Nia Griffith
Royal Mail Privatisation,,"The hon. Gentleman rightly mentions geographical spread, which is important. Provision should be made for it. Perhaps we should look to the Australian model. There it is guaranteed that 90% of the urban population will have a post office within 2.5 km; and almost unbelievably in such a large continent it is guaranteed that 85% of the rural population will have a post office within 7.5 km. If they can manage that in Australia, we could introduce a guarantee that is much more robust than what we now have. The irony is that, if Deutsche Post were to purchase Royal Mail, consumers here could have a reduced service, while they contributed to the profits of a company which must provide a specified number of outlets in its own country. In other words, we could have a poorer service here, while propping up a better service in Germany—a scenario we might associate more with 19th-century colonialism than modern Britain. The Under-Secretary did not give convincing answers on Report about what exactly the legal obstacles are to the inclusion in the Bill of a guarantee of an inter-business agreement. He did not tell us about any legal precedents on which he was drawing, or what research his team has done on any relevant challenges in EU law. The Under-Secretary has also failed to tell us about options outside the Bill itself. Currently both Royal Mail and the post office network are in public ownership. Both the chief executive and the chairman of Royal Mail speak favourably of the post office network. They recognise the respect it commands, the trust it enjoys in our communities and its value as a business partner. What, therefore, is preventing the signing of a new inter-business agreement now, while Royal Mail is still   in public ownership? I am not now talking about a new clause in the Bill, but a new business agreement: an agreement that goes beyond the end of the current inter-business agreement, which could run out within a couple of years of privatisation, depending on the time scale, and that lasts for an additional 10 years. Has the Minister explored that possibility with Royal Mail? What would be the legal difference between an inter-business agreement with just a couple of years to run and one that was to last five or 10 years? Has he sought to capitalise on the warm words of Moya Greene and Donald Brydon about the post office network? Has he had any talks about an extended IBA between Royal Mail and the post office network? I am sure that the Minister does not need to be reminded that Royal Mail is currently in public ownership. He must realise how serious the loss of business would be to the post office network. Even though any decision by Royal Mail to abandon the Post Office will be taken after privatisation, and therefore will technically not be a Government decision, he knows that the people of this country will not be slow to make the connection between the privatisation of Royal Mail and the demise of their local post offices. The pity is that the Minister does not seem to want to take specific action. He seems to think that he can rely on warm words to guarantee Royal Mail business for the Post Office, but people are wary of warm words. There have been warm words about no rise in VAT and warm words about no increase in tuition fees—people are becoming very cynical about warm words. No shrewd business person would trust future business security to warm words. Surely, in his enthusiasm to privatise Royal Mail, the Minister has not overlooked the fact that it is currently in public ownership, and that he therefore has every opportunity to influence the way forward and to negotiate a longer IBA, here and now, before proceeding to privatisation. Indeed, the Under-Secretary told us on Report that the Government “as shareholders, will ensure that the commitment that Royal Mail made in its evidence to the Public Bill Committee—that it would conclude the longest legally permissible contract before separation—is fulfilled.” —[ Official Report , 12 January 2011; Vol. 521, c. 357.] I ask the Minister to enlighten us about what talks he or the Under-Secretary have had with Royal Mail about drawing up a longer IBA with the Post Office before privatisation. What was meant by the “longest legally permissible contract”? Is there a legal limit on such a contract? If so, what is it? As I said in last week’s debate, purchasers take over existing contracts and responsibilities in all sorts of takeovers, and such arrangements can be long-lasting. The hon. Member for Warrington South (David Mowat) rightly questions what joined-up thinking has taken place on the subsidy. In our debate on the subsidy on 20 December, I said that the taxpayer is paying a large subsidy to the post office network, of which only 48% is necessary to continue the subsidy that Labour introduced to maintain the operation of the current post office network. We have been told that the remainder includes money to convert post offices to the post office local model, which involves paying the sub-postmaster by transaction, but that has been criticised by the Rural Shops Alliance, which questions why anyone would want to work longer hours for less income. It predicts   difficulty in attracting new entrants to the post office local model; indeed, a similar pilot in Linlithgow ended with the shopkeeper saying that it simply was not worth his while to provide post office services. Taxpayers will rightly ask what is the point of so much taxpayers’ money going into the post office network, particularly when they are seeing savage cuts in other services, and given that the Government are doing absolutely nothing to help secure the 37% of post office income that comes from the IBA with Royal Mail.",2011-01-18 00:00:00,Nia Griffith
Royal Mail Privatisation,,"Frankly, despite the Government’s fine words, the Post Office has no new Government contracts and no new streams of business, and it faces the possibility of losing all its Royal Mail business. Taxpayers will ask why they have to pay for that. Taxpayers understand the idea of investment that brings returns and the value of business start-up funds, which can help to launch new businesses that subsequently stand on their own two feet, and they accept the need for some subsidy to make the network a truly nationwide service. However, if the post office network does not provide nationwide access to postal services or develop new business streams to improve its viability, the taxpayer may well ask what is the point of allocating £1.34 billion to the post office network. The taxpayer has every right to ask what steps the Minister is taking to ensure that the Post Office continues to do for Royal Mail business that provides 37% of its income. In its recent report, the Scottish Affairs Committee stated that: “we recommend the Government take a more proactive approach to facilitating a long and robust IBA, through removing any obstacles: practical, legal or otherwise that may exist. Ideally, a ten year agreement should be reached prior to any sale of Royal Mail. We understand that this may affect the marketability of Royal Mail, but it is essential to the sustainability of Postal Services in Scotland. It is in everyone’s interest”. Members on both sides have stressed time and again the valuable social role of the post office, and the Government’s recent subsidy allocation suggests that it is a role worth paying for. Will the Minister say whether concern about the marketability of Royal Mail is the reason for the Government’s reluctance to pursue a robust IBA? If so, does he consider potential diminished marketability to be a price worth paying when it comes to guaranteeing the future of 37% of the post office network’s business? What analysis have the Government made of the cost of a presumed lower price for Royal Mail with a robust IBA with the Post Office, and the cost of continued subsidy of the post office network? Once Royal Mail is privatised and possibly sold to a foreign owner without a long-term IBA in place, it will be too late to insist on one. The Government will not be able to insist on Royal Mail using the Post Office. They will not be able to  do what Lord Mandelson did. They have the chance here and now. I want to know whether they are going to take it.",2011-01-18 00:00:00,Nia Griffith
European Union Bill,,"I rise to speak to the amendments standing in the names of my Labour Front-Bench colleagues. People elect their MP to speak up for them in Parliament and that is what they expect us to do. They expect us to speak up, to do business for them and to do certain work for them because they have put us here and they cannot spend every minute of every day looking at every detail that they want us to look at. They expect the party in government to tackle the problems of the day. When I say that the general public do not want numerous referendums on technical matters it is not because I doubt their ability to study the issues and make up their own minds—they could of course spend their time doing that. What people tend to say to me is, “Nia, it is your job. You’ve been elected to do this. We want you to look at these things and tell us the best ways forward.” That is not because they cannot do this themselves. They expect us to do the nitty-gritty work on the legislation.",2011-01-24 00:00:00,Nia Griffith
European Union Bill,,"Indeed. I shall be dealing with that point shortly, because it is very important. There is a huge difference between the attitude now in Wales and the one prior to 1999, when people were very excited and enthused about the setting up of a new institution, there was a lot of media coverage and a lot of people were talking about it. With five weeks to go before the vote on 3 March, people are not particularly interested. They are saying, “This is a technical difference. If it is a matter of making the process better and simpler, so that   things can be done in the Assembly rather than in Parliament, could you not just get on with that and do it?” That is not because people are not interested, because they do not appreciate what the Assembly is doing or because they do not accept that we have different ideas about how to run the health service and education and about how to protect the education maintenance allowance; it is because referendum fatigue is setting in. People are saying that on the big issue they want to have a vote—they want to say that there is going to be an Assembly—but on the technical issue they are saying, “You are telling us that there are better ways of doing things. We would like you to look at the detail, rather than for us to have to do that all the time.”",2011-01-24 00:00:00,Nia Griffith
Postal Services Bill,2017-05-01 18:30:00,"I am very sorry to have to say this, Mr Deputy Speaker, but my name is pronounced “Nee-ah Griffith.” I just wanted to put that on the record for everybody.",2010-10-27 00:00:00,Nia Griffith
Postal Services Bill,,"Thank you. Today we have been debating a Bill that will lead to the sale of Royal Mail. Many Members have mentioned the fact that the Royal Mail letter service has faced increasing competition from e-mail and text in recent years, and the decline in letter volumes has continued even between the publication of Lord Hooper’s original report in 2008 and the update published last month. Many Members have spoken today, and I hope I will be forgiven if I do not mention every one of them by name, but I do want to pick up a few of the points that have been made. The hon. Member for Northampton South (Mr Binley) serves on the Business, Innovation and Skills Committee and he obviously recognises the need for change. He also made the point that good management is vital, and asked the Minister to make clear how he proposes to secure the quality management that is needed. We all want to hear the answer to that question. My right hon. Friend the Member for Newcastle upon Tyne East (Mr Brown) wanted to find ways of taking modernisation forward. He pinpointed what we all need to know: how to provide more business for the post office network. The Bill does not provide an answer to that. The hon. Member for Solihull (Lorely Burt) wanted more information about mutualisation, and I recognise that she and her party have long supported mutualisation. Like many of us, she cannot see exactly how these proposals will work for the post office network. My hon. Friend the Member for Vauxhall (Kate Hoey) highlighted a problem to do with sorting offices, as did other Members with sorting offices in their constituencies. They are concerned about the consequences of the Bill for sorting offices. We also had a brief interlude from the hon. Member for Woking (Jonathan Lord), who made an enlightening and enjoyable maiden speech. [Hon. Members: “Hear, hear.”] The hon. Member for Angus (Mr Weir), speaking for the Scottish nationalists, stressed concerns about the pressures on a privatised service to reduce the extent of the universal service, and highlighted the particular needs of rural areas, as did many of my hon. Friends. The hon. Member for Southport (Dr Pugh) raised concerns about the future viability of the post office network and stressed the idea that local government and communities need to decide exactly what they want a post office network to do. My hon. Friend the Member for West Bromwich West (Mr Bailey) has a long tradition of work with the co-operative movement, and he expressed a fundamental philosophical objection to privatisation: the problem of how to square the inevitable drive to make profits and satisfy shareholders with the provision of a service for the public. The hon. Member for Pendle (Andrew Stephenson) emphasised the problems of the current regulatory regime, and my hon. Friend the Member for Hampstead and Kilburn (Glenda Jackson) emphasised the importance of the post office network for pensioners and the local economy. The hon. Member for Warwick and Leamington (Chris White) spoke in support of the proposed employee share scheme, although he was disappointed that only 10% of the stake will be going to such a scheme. My right hon. Friend the Member for Wolverhampton South East (Mr McFadden) explained that if the taxpayer has taken on the burden of the pension deficit, the taxpayer should share in the upside of the transformation of the Royal Mail. He made a compelling case for keeping the majority stake in Royal Mail in public ownership. My hon. Friend the Member for Washington and Sunderland West (Mrs Hodgson) wondered what would happen if a privatised Royal Mail got into financial difficulty, and my hon. Friends the Members for Blaydon (Mr Anderson) and for Middlesbrough South and East Cleveland (Tom Blenkinsop) expressed concerns about job losses, and workers’ pay and conditions in the private sector. We heard speeches in favour of the Bill from the hon. Member for Gloucester (Richard Graham)—who did, however, request a specific list of several actions to be taken—and the hon. Members for Castle Point (Rebecca Harris), for Folkestone and Hythe (Damian Collins) and for Rossendale and Darwen (Jake Berry). My hon. Friend the Member for Walthamstow (Stella Creasy) was very concerned about how post offices can be made viable with the loss of Royal Mail business, and I now wish to discuss that particular problem. The Bill, as it stands, provides no guarantee of a continuation of a daily delivery of letters six days a week to every home in the United Kingdom. The Bill, which puts Royal Mail entirely into private hands, provides no guarantee that a wholly privatised Royal Mail would continue to use the post office network to provide its counter services. The Bill breaks the historic link between Royal Mail and the post office. In fact, Royal Mail could use a high street chain whose branches are largely confined to town centres. The Bill even proposes the surreal spectre of a post office network without any Post Office services. With the loss of the one third of its income that comes from Royal Mail business, the post office network could see a closure programme on an unprecedented scale. Perhaps we were supposed to be taken in by this and lured into some false sense of security, but today the Secretary of State announced new investment.",2010-10-27 00:00:00,Nia Griffith
Postal Services Bill,,"I can certainly remind the hon. Gentleman that a viable post office network consists of some 4,000 post offices, and that our Government put in the funding to keep 11,500 post offices open. Not only that, but we guaranteed a £150 million subsidy per year up to 2011, increasing it to £180 million for 2011-12, and designated access criteria to ensure that people would be within a short distance of their local post office, which provided that some 90% of the population would be within a mile of a post office. Without those criteria there would have been wholesale closures before now.",2010-10-27 00:00:00,Nia Griffith
Postal Services Bill,,"Perhaps if the hon. Gentleman had been here earlier, he might have heard some information that would have helped him to understand what he has just asked.",2010-10-27 00:00:00,Nia Griffith
Postal Services Bill,,"No, I will not give way; I wish to return to discussing today’s announcement about the money, because it is important. Of course new investment is to be made and it will build on the investment that the Labour Government put in, but with no guarantee that the Royal Mail will continue to use the post office network, that could be good money wasted. Furthermore, will the Minister please clarify whether this is new money for the Department for Business, Innovation and Skills that was not in last week’s comprehensive spending review—or will it lead to cuts in other business spending? The Secretary of State gave us little insight into when the mutualisation of the post office network might take place, and no detail at all about the nature of the scheme envisaged. Most notably, he completely failed to make a convincing case for the wholesale privatisation of the Royal Mail; nor has any other speaker done so. Labour Members recognise the crucial role that public ownership has in safeguarding the public interest, and in making sure that taxpayers’ money is invested for public benefit and not for private profit. For that reason, we oppose the Bill.",2010-10-27 00:00:00,Nia Griffith
Comprehensive Spending Review,,"Has my hon. Friend found any evidence that the coalition Government have thought out how confidence will be created to stimulate the public sector, given that millions of people across the country are worrying that their household might be one of the million that will be hit by a job cut, and fearing that cuts to housing benefit will mean that they are left with very few pennies to spare after their mortgage payments or rent?",2010-10-28 00:00:00,Nia Griffith
European Council,,"Following on from the Prime Minister’s answer to his hon. Friend the Member for Stone (Mr Cash) in which he explained very carefully why he fully understands and justifies the use of the Lisbon treaty for modifications, can he explain to us exactly what type of modifications or changes he would want to have a referendum on? Exactly what transfers of power would he want to put to the country in a referendum?",2010-11-01 00:00:00,Nia Griffith
Parliamentary Voting System and Constituencies Bill,,rose—,2010-11-01 00:00:00,Nia Griffith
Welsh Grand Committee (Scrutiny),,"Does my right hon. Friend agree that in the main Chamber, with MPs from all over the United Kingdom, the focus has to be on the principles in the Bill? There is no opportunity to cover in detail the issues that we want to discuss, which we in Wales can understand and would like to have a deeper discussion on, but with which we do not like to burden all our colleagues.",2010-11-02 00:00:00,Nia Griffith
Parliamentary Voting System and Constituencies Bill,,"I thank my right hon. Friend for allowing me to intervene. Does he not agree that the key point about public inquiries is that rule by consent is the basis of democracy? If people, because of the abolition of public inquiries, feel that they have no voice—if they feel that they have no chance to make their opinions heard, whether or not their opinion is the one that is found in favour of—that will do absolutely nothing to get rid of the cynicism about democracy and nothing to help people to take part. That will bring the coalition Government into absolute disrepute.",2010-11-01 00:00:00,Nia Griffith
Post Office Network,2017-05-01 12:10:00,"I congratulate the hon. Member for the Cotswolds (Geoffrey Clifton-Brown) on securing the debate. It is clear from the turnout and the speeches that hon. Members on both sides of the House have high regard for the post office network. Our post office network is much more than a network of businesses. Post offices are the lifeblood of our communities and an essential part of our social network. For many people, particularly those who do not have    bank accounts or access to the internet, they are the only means of accessing services, withdrawing pensions and paying bills. We all know sub-postmasters who frequently go that extra mile, those who will notice that Mrs Jones has not turned up to collect her pension and will make discreet inquiries to see if anything is amiss. When we were in government, we established access criteria for the first time, in recognition of the business and social importance of the post office network. The access criteria developed by the Labour Government ensured that 99% of people living in deprived urban areas, and 90% of people nationally, would be within one mile of a post office. That is extremely important, because it provides the access that some of the most vulnerable in our society need. We then put in money to keep open 11,500 post offices, whereas a purely commercial network would have been reduced to some 4,000. We put in £150 million per year up to 2011 to subsidise that network, with an increase to £180 million for 2011-12. We welcome the recent Government announcement that there will be continued support for post offices. Anyone who runs a business knows that it is necessary to be constantly prepared to change and adapt. Post offices need to attract new customers, and offer new products to existing customers. Sub-postmasters retire and new people come in. When someone first decides to take over the running of a local post office, they need to know that their business will be viable. When sub-postmasters retire, they sometimes decide to keep the premises as their home. That means that newcomers have not only to identify premises and find the funds to start up, but also find the funds to install the counters and facilities to meet post office requirements. To make that sort of commitment they need the confidence that they can make a go of it, and absolutely fundamental to that confidence is the inter-business agreement with Royal Mail. That is why the National Federation of SubPostmasters wants the guarantee of a minimum 10-year agreement signed and sealed between Royal Mail and Post Office Ltd. Anything less would be a betrayal. It would be a death sentence hanging over all but the busiest of our post offices.",2010-11-02 00:00:00,Nia Griffith
Post Office Network,,"Indeed. The hon. Lady makes reference to the important role of post offices in rural communities, but those very post offices are the ones that would be most threatened if the inter-business agreement were not in place. It is absolutely vital, as the National Federation of Sub-postmasters suggests, that we have some sort of 10-year agreement to guarantee that business. Proceeding to privatise Royal Mail without such guarantees for Post Office Ltd would also call into question the wisdom of investing considerable sums of   taxpayers’ money in a business that had no chance of being viable—a bit like redecorating flood-prone properties without shoring up the flood defences. It is not sufficient for there to be vague assurances and assumptions that somehow Royal Mail would automatically choose Post Office Ltd for its counter services. No astute business person would be satisfied with anything less than protection through written contracts and legislation. The Postal Services Bill does not provide that protection, and the Opposition will be tabling amendments that would provide Post Office Ltd with the necessary certainty that a privatised Royal Mail will continue to use the post office network for its counter services. It is very worrying to hear the National Federation of SubPostmasters report that the Government are very resistant to its requests for the guarantee of a 10-year agreement. That is no way to treat sub-postmasters who have invested considerable sums of their own money in the local post office network, and it will certainly not encourage new entrants to take over when sub-postmasters retire. That is one area in which the Government can, and should, take action to safeguard the third of Post Office income that derives from Royal Mail. Furthermore, one in seven rural post offices provides premises, facilities and supervision for Royal Mail delivery staff. Sub-postmasters running the 900 mail-work post offices are paid according to the number of postmen and women they supervise. That pay is frequently about 25% of the income of such post offices. They need a guarantee that the income will continue. There is no guarantee that a privatised Royal Mail, quite possibly owned by foreign interests, would honour or renew the inter-business agreement, and without determined Government action in that respect post offices will lose their core business. In addition, we need to know what other specific proposals the Government have to increase footfall in our post office network. As I have said, all businesses need to attract new customers and identify new services that will interest their customers. One notable success story is that post offices have become major suppliers of foreign currency.",2010-11-02 00:00:00,Nia Griffith
Post Office Network,,"I have just explained why we put in money to ensure that 7,500 branches, in addition to the 4,000 commercially viable ones, were in fact kept open. The crucial issue we all have to address, and on which we need answers from the Minister, is how to make those post offices viable so that, in the words of some of the hon. Gentleman’s colleagues, the subsidy is not needed for ever and at the end of the day there is a viable business that can survive, and provide the network that we all want.",2010-11-02 00:00:00,Nia Griffith
Post Office Network,,"May I finish, please? The Labour Government undertook to develop a successor to the Post Office card account, and the contract was awarded to the Post Office. We need specific details from this Government about their vision for   such accounts and how their scope could be broadened. We also prepared the way for increasing the range of banking services to be made available through local post offices. Hon. Members might remember that we instigated a consultation, and they might have encouraged their constituents to take part in that last February, and to respond to a survey about the type of banking services they would like to be able to access at their local post office. How do the Government intend to take forward that work, and what specific plans do they have to extend and promote banking services through the post office network? It is not simply a question of making services available at post offices; we cannot turn the clocks back. In some areas, as few as 7% of women over the age of 65 in lower-income groups have regular access to the internet, but that figure rises to almost 100% among younger men on middle and high incomes, many of whom want and expect to be able to access services online. They are likely, for example, to renew their driving licences at the click of a mouse, rather than in their local post office, even when they might physically call in to the shop that houses the post office to buy snacks or drinks, or to rent a DVD. In terms of the sub-postmasters’ vision of an enhanced role for post offices as the front-line provider of an expanded range of Government services, what specific plans do the Government have to make that happen? Fine words and lofty aspirations are not enough. Even the straightforward availability of services might not in itself be sufficient. Even the plentiful good will towards post offices that exists in our communities is unlikely, on its own, to increase footfall. How exactly do the Government plan to turn that vision into a queue of real people choosing to carry out business transactions at post office counters? Local councils can also play a role, but some councils have not always been supportive of the post office network. For example, a couple of years ago, we found hidden away in the small print on the back of council tax demands from my county council plans to cease accepting payments via the post office network. I persuaded councillors to allow representatives of local sub-postmasters to address the full council, and those plans were dropped. To sum up, we want to hear specifics from the Minister. We want an explicit commitment to protect the inter-business agreement between Royal Mail and Post Office Ltd and to hear specific plans for increased Government use of post offices and developing more business for them. I look forward to hearing the Minister’s answers.",2010-11-02 00:00:00,Nia Griffith
Post Office Network,,"The Minister must realise that clause 3 of our Bill said that the organisation would be publicly owned. That is the difference. If Royal Mail is in majority public ownership, a great deal more can be done to control those details than if the entire business were sold into private—possibly foreign—hands. That is the key difference between our proposals and those in the current Postal Services Bill. I hope that the Minister can answer the sub-postmasters and sub-mistresses who are worried about the viability of their businesses because they cannot see an agreement in the legislation.",2010-11-02 00:00:00,Nia Griffith
Constitutional Reform,,5.  What recent representations she has received on the implications for Wales of the Government’s proposals on constitutional reform.  [20328],2010-11-03 00:00:00,Nia Griffith
Supporting Carers,2017-05-01 15:52:00,"I will try not to repeat things mentioned by my hon. Friends and other colleagues in this important debate, but it is difficult when several have spoken previously. We all recognise the huge savings that carers make for the economy—some £87 billion a year—and we recognise that they are not just economic savings. With some understandable and notable exceptions, the majority of people who are cared for by carers have a far better quality of life if they can stay at home, being looked after by their friends and family, and can take part in their social life as fully as possible, rather than going into an institution, no matter how good it is. However, unless we put in the support yet more people will reach crisis point, with carers not being able to cope any longer. Other solutions have to be found. However, some of the solutions are often not satisfactory, either for the family or the person being cared for. Of course, for economic reasons, carers like to stay in work if they can. Many people become carers gradually over time, rather than suddenly, so they try to keep going, but they face a number of barriers. I am a member of the Union of Shop, Distributive and Allied Workers and I have supported its campaign for carers. I am pleased that the Labour Government introduced the right to request flexible working for carers some four years ago, but as hon. Members have mentioned, there is still a mentality in some workplaces that does not allow that. This is a serious issue, because it affects not only whether people can ask for flexible working, but attitudes towards promotion. Women carers are particularly affected, and although they might like to do something different or something new, they do not like to ask because they feel that they might have to go through an interview and explain about being a carer, and they feel that that might be viewed negatively. We are missing talent and not using people to the full. It is well documented that, often, carers take a job below their qualifications or have to compromise what they do in other ways. That is a great shame, because we are missing out on a lot of talent. Yet with a bit of flexibility and understanding—as long as employers understand that there may be certain needs: people should be able to take their loved ones to hospital, or whatever—a lot more can be done to help. Many carers suffer financial hardship because they cannot work much or have to give up work altogether. I implore the Minister to make certain that there is no cut to the carers allowance. I am worried about the current economic situation, because the rise in VAT will put additional pressures on families with the lowest incomes. I implore the Minister to ensure that, in addition to not reducing the carers allowance, at every opportunity an increase is made to it to try to keep up with the increasing costs of living. As my hon. Friend the Member for Liverpool, Wavertree (Luciana Berger) explained, a great step forward would be to increase the earnings disregard to £150, for example, with an additional tapering—similar to how tax credits work—so that people earning up to £300 a week receive some benefit from it; doing so would target help to people who need it most. Targeting is important during a period of economic restraint throughout the country. I am considerably worried about the provision of respite care. Many carers can only cope throughout the year if they have the opportunity to take advantage of respite care, even though doing so may be difficult, as the hon. Member for Blackpool North and Cleveleys (Paul Maynard) said, because they worry about leaving somebody, even for a short while. Respite care is not just an opportunity for carers to gallivant around the world. Often, it allows them to paint a room in the house, for example, because it would not be practical to do so while the person they care for was there. Perhaps the carer wants to attend their son’s wedding a couple of hundred miles away, or to do something similar. Without some respite care, such simple tasks can become impossible. This is not just about residential respite care. Respite care can involve someone sitting and looking after the person being cared for, allowing the carer to do the shopping. People in my constituency are being denied respite care opportunities, where previously they were offered them. I am worried that that might be regarded as an   easy cut for local authorities to make and that it might be an invisible cut, because, for example, one family would not know that another family had also had their request for care turned down. The criteria can be confusing and families can find that although in the past it has been possible for a family member to go into care, that is no longer so. In taking up such matters with the local authority, I have found that some of the reasons given are economic, but it also says that it does not have the proper equipment. An increasing number of people who need to be cared for need hoists, for instance. An increasing number of carers are therefore coping at home with quite complicated issues, and when the person whom they care for goes away, equipment such as hoists, which is needed, is no longer available in an easily accessible form through the local authority. Clearly, we must ensure that respite care does not become a Cinderella service, because it is often the only way in which people keep going. If it is not provided, the obvious alternative is that carers will stop doing the job and we will have to find full-time care for the person who was being cared for. Obviously, that is to everyone’s detriment, and the situation may end up being not so happy. Whether provided by the council or charitable organisations—help comes from many different funding streams, including third sector organisations and so on—we must ensure that funding for care in the community does not diminish. The incoming Government must take a national care strategy by the horns, because we all know that in the next 20 or 30 years the number of older people will increase, people will live longer and the number of those who need various forms of care will increase. If we do not have a national care strategy in place quickly, cuts will be made, homes will be closed and all sorts of care services will be withdrawn. We will build up a dangerous backlog of problems that will have to be sorted out. We must get that national care strategy moving quickly, because it will have enormous implications for funding. It must be a long-term proposal; it cannot be adopted tomorrow. I beg the Government to take up the excellent work that has been done on that to date. Finally, I want to speak about research into conditions such as dementia and Alzheimer’s disease. We all know how distressing a physical illness may be, but at least the sufferer can carry on a dialogue with loved ones and negotiate, discuss and decide the best thing to do. Sadly, diseases such as dementia and Alzheimer’s are often the Cinderella of medical research services. But the long-term impact on families of the distress caused by someone who does not recognise them and makes all sorts of accusations may be difficult, added to which sufferers may be kept alive for a long time and remain physically well. Sadly, I have seen cases of early onset dementia, which is distressing because the sufferer often needs 24-hour supervision. We must prioritise the research that may not attract big funders. Some research subjects are fashionable, but for others, such as dementia, it is much more difficult to attract funding, often because they are not pinpointable as specific diseases. There are many generalised and different forms of dementia, and we need support and backing for research. Thank you, Mr Benton, for giving me the opportunity to speak. I hope that the Minister will be able to answer some of my questions.",2010-07-01 00:00:00,Nia Griffith
Wave/Tidal Energy,,Will the Minister reaffirm the commitment by his Government to the Severn estuary tidal project to make genuine use of the tidal power there? Can he give a progress statement on the consultation to date?,2010-07-01 00:00:00,Nia Griffith
