date,text,mp,debate,time
2011-01-10 00:00:00,"The Opposition welcome the review and today’s statement, and we note that Labour Health Ministers had agreed the review in principle before they left office. We are glad that the statement was made on the very first day back after the Christmas break, because we are aware that the statement was promised before Christmas. We appreciate it being made as soon as it could be made. Does the Secretary of State agree that the House owes a tremendous debt of gratitude to the patient groups that have campaigned for more than 25 years on the issue? They include the Haemophilia Society, the Hepatitis C Trust, the Taintedblood group, the Manor House Group, and individuals such as Haydn Lewis, who unfortunately passed away before he could see this resolution. Without the campaigning of those groups and individuals over two decades, the issue would have been one of private misery and private suffering. It is because they campaigned and kept the issue before the public and before the eyes of politicians that we are able to move decisively towards a proper resolution today. Many of the measures in the statement will be welcomed, particularly the help with prescription charges and the £300,000 for counselling—I have seen with my own eyes the awful mental effect of this tragedy on people—as well as the payments for dependants, the provision for posthumous claims, and above all, the move towards parity in the cases of HIV and hepatitis C. All that will be welcomed, but there will still be campaigners who will regret that we have not been able to achieve parity with the compensation that was offered and handed out in the Republic of Ireland. It would be silly to pretend that there will not be many people still saying today, “Why could we not achieve what was done in the Republic of Ireland?”. Finally, when we remember that more than 4,500 completely innocent and trusting patients contracted HIV, hepatitis C or both as a consequence of tainted blood, and that more than 1,900 of those people have died, leaving thousands of dependants behind, should we not, as a House, resolve that it should never again take 25 years for perfectly innocent victims of errors and mistakes to have proper justice and recompense?",Diane Abbott,Contaminated Blood,
2011-01-20 00:00:00,"I am grateful to my hon. Friend, who makes his point very well. He raised the question of the avowed environmental intent of the duty. I remember that when passenger duties were put forward under a Labour Government, Ministers said that they were there largely in order to help the environment and discourage unnecessary airline travel. This Government have stated that the rises in air passenger duty are partly intended to help achieve environmental goals. Far be it for me to accuse any Government—whether it be my own or the present Government—of glossing over the reality, but the truth is that if APD were really about achieving environmental goals, it would be calculated differently. For instance, APD is calculated according to only one element of a given flight—the distance travelled, not according to whether the plane is full or half-empty. A whole range of other factors are relevant to environmental impacts, including the type and age of the aircraft, the time it spends in the air and how heavy it is, but the Government choose not to take those factors into account in calculating aviation tax rates. As I have said, if this is really about the environment, why is no duty charged on private aircraft? The failure to establish a way of calculating the duty that would actually minimise the effect on the environment gives people the impression that, although Ministers may indeed believe in the environmental benefit, it may be no more than a pretext on the part of their officials. If we want to persuade people to abandon planes for other forms of transport, it is surely logical for APD to bear more heavily on short-haul flights, to which there are genuine alternatives in the form of trains and boats. What, though, is the alternative for the retired nurse living in Hackney who wants to return to Jamaica every couple of years to see her friends and family? There is no such alternative, but we are imposing these big APD rates on her flight, or that of her family. Having raised the issue under the last Government, I have taken the earliest possible opportunity to raise it again now.",Diane Abbott,Air Passenger Duty,
2011-01-20 00:00:00,"I am very glad indeed to have the opportunity to raise in the House of Commons the vital issue of the effect of air passenger duty changes on the Caribbean. I want to begin by outlining what is intrinsically wrong with the changes—namely, the way in which the duty is calculated. No one in the Chamber is against environmental measures designed to bear down on excessive airline travel, and no one wants the British Treasury to lose money, but the way in which the duties have been calculated, and the way in which the zones have been worked out, are indefensible. The zones are calculated on the basis of where a capital city is. For instance, because the capital of the United States is Washington DC, one would pay less duty under this system to fly to Hawaii or Los Angeles than to fly to the Caribbean. How can that be right? How can it be cheaper to fly those vast distances than to fly to the Caribbean? These are issues of fairness, equity and transparency. The flight tax to the Caribbean increased by 25% on 1 November 2009. In November 2010, the tax on flights from the UK to the Caribbean increased by a further 50% in all classes of travel. At present, passengers travelling to the Caribbean pay £75 per person in economy and £150 per person in all other classes. There is a substantial amount of traffic between Britain and the Caribbean, particularly at holiday times. As a member of the Jamaican diaspora, I sometimes find myself on those planes packed full of people who are happy to go home and see their relatives. Many of them have saved for two years or more for their flights. I put it to the Minister that £75 might not seem much to the Treasury, but when people are paying for a family of four, five or six, it amounts to a lot of money. People have often saved up for their flights for years, and that sum is a big consideration. I am appealing not only to the Minister’s humanitarian instincts, however. I know from talking to Ministers of whatever party that I would do that in vain. I also want to talk about the effects of air passenger duty on British business and on the economies of the Caribbean.",Diane Abbott,Air Passenger Duty,2017-05-01 17:59:00
2011-01-20 00:00:00,"My hon. Friend and I went on a number of delegations to Treasury Ministers, and found them—as Ministers always are—well-meaning, kindly and ostensibly understanding of our case. However, they were simply unable to stand up to their officials. We look to this new Treasury Minister for more stoutness of heart and firmness of purpose.",Diane Abbott,Air Passenger Duty,
2011-01-20 00:00:00,"The hon. Gentleman has made his point very well indeed. Many of those people, particularly the older ones, have contributed to this country. Some of the generation who came to this country after the war helped to rebuild its public sector, and they have worked all their lives. As I have said, the sums of money involved might seem relatively minor to a Treasury official, but they represent a huge imposition on those people who love this country and who are almost invariably British citizens but who also have a great love for the country of their birth. One thing that makes this seem all the more unfair to those people is that air passenger duty is not charged on private aircraft. If this were really an environmental measure, one would expect it to be charged on private aircraft. I will come back to that point later. It is my contention that air passenger duty is having a negative effect on British business. I have evidence that British business travellers are flying to the continent, then flying to the Caribbean from there, because it is cheaper to do so. Business travellers contribute £70 million to the British economy—money that is slowly being lost due to airport passenger duty charges. Aviation taxation is putting the UK at a competitive disadvantage in comparison with our European neighbours. This duty will incentivise the strengthening of alternative hubs to the UK both in and outside Europe. In the end, it could well reduce the number and connection of destinations served by UK airports. Let me move on to tourism. I have been in the House quite a few years and I have lived to see Caribbean countries urged to restructure their economies and to move away from old-fashioned economies, such as those based on bananas and sugar, into financial services, which ended badly. Then they were encouraged to restructure the economy and diversify into tourism. Thus the Caribbean tourism industry now employs, directly and indirectly, more than 1.9 million people—11% of the region’s work force. In important tourist destinations such as Jamaica and Barbados, as much as 25% of the work force are engaged in tourism, while 60% of St Lucia’s gross domestic product derives from tourism. For the Barbados hotel industry, a significant number of holidaymakers are British, and there is no question that the tourism industry in the Caribbean has been damaged by the increases in this duty. Arrivals from the UK to the Caribbean are now in decline, while those from other markets are increasing. The latest figure from the UK Office for National Statistics shows that visits to the Caribbean by UK residents in 2010 were 16% lower than for the same period in 2009. Visits to Barbados for the same period were 22% lower. For a tourist, as opposed to someone with family links to the region, the Florida Keys is now a cheaper destination. In respect of our air passenger duty arrangements, the whole system is wrong and it is having an effect on British citizens who happen to have links with the Caribbean.",Diane Abbott,Air Passenger Duty,
2011-01-20 00:00:00,"I am the last person to defend the previous Government mindlessly. I made it clear from the very beginning of my speech that I made this argument to   the outgoing Government and was disappointed by their response. Nobody is asking the Minister to defend the current system, because we know that incoming Ministers have to deal with the hand that they are dealt. What I am asking her to do is to reconsider the current system—that is a different point.",Diane Abbott,Air Passenger Duty,
2011-01-20 00:00:00,"I am grateful to my hon. Friend for making that point. I agree that this is not a party-political issue, but one on which Members on both sides of the House feel strongly. I also agree with my hon. Friend the Member for Slough (Fiona Mactaggart) that Ministers should show some fixity of purpose. The present method of calculation is indefensible in terms of both equity and environmental impact, and it could have a big impact on British business by removing the incentive for business-class travellers to make long-haul flights to the Caribbean from London rather than from the continental hub. It is bad for business, it is bad for the Caribbean’s economy—of which tourism is a vital part during an international downturn—and it is bad for British citizens with business interests or family members in the region who simply want to be able to travel at an affordable price. I have pursued this issue for some time, but I have every hope that a new set of Treasury Ministers will view the arguments afresh, and will undertake to reconsider the way in which air passenger duty is calculated. We appreciate that the Treasury’s tax take must remain the same, and, as I said at the outset, we appreciate that there is a genuine environmental case for seeking to lessen air travel over time. However, we consider the present level of air passenger duty to be unfair, indefensible, and a burden on the Caribbean which this Government should seek to lift.",Diane Abbott,Air Passenger Duty,
2011-01-20 00:00:00,"It is important that we as a country achieve our environmental goals, but our environmental goals should not necessarily conflict with other wider development goals, such as the millennium development goals. As regards the impact of the air passenger duty as constructed on a region that, although it is ostensibly a middle income region, has communities that are among the poorest in the world, I see no reason why environmental goals cannot be co-ordinated with broader development goals.",Diane Abbott,Air Passenger Duty,
2011-03-03 00:00:00,"I have listened with great care to my right hon. Friend, who has had the opportunity to study these matters in detail. Does she agree that one of the problems in tackling health inequalities is that it does turn on good public health, which has never had the glamour or the immediacy of acute care in hospitals?",Diane Abbott,Life Expectancy (Inequalities),
2011-01-25 00:00:00,"We have heard about libraries as a leisure activity for people in their later years and as places housing computers, but does my hon. Friend agree that there are still communities for whom libraries are a window for their young people on the world of books and learning? I was brought up in a household in which there was one book—the “Encyclopaedia Britannica”. When I had just turned five, my mother took me to the library. She did not read, but she understood the importance of reading. We need to preserve libraries for communities in our cities and rural areas, where libraries give children their first introduction to the world of books and learning.",Diane Abbott,Library Services,
2010-12-07 00:00:00,"The Minister will be aware that no past Government have anything to be proud of in the way in which the   matter was dealt with, and that Members on both sides of the House have campaigned on the issue. People hope that the Government will be able to live up to the promise in the October debate of producing a review before Christmas. Thousands of sufferers of HIV and hepatitis C, and thousands of dependants, are waiting for the announcement.",Diane Abbott,Contaminated Blood Products,
2011-03-03 00:00:00,"Is my right hon. Friend aware that even now local authorities and primary care trusts are cutting public health expenditure, for example on community midwives and smoking cessation? Such expenditure is non-statutory, and it is going. Although one appreciates the intentions of Ministers in giving local authorities ring-fenced moneys, the danger is that those authorities will, under force majeure, use the money to backfill expenditure on environmental health and social care, and I have even heard of authorities believing they can spend their public health money on leisure services.",Diane Abbott,Life Expectancy (Inequalities),
2010-12-01 00:00:00,"In conclusion, I congratulate all those who have campaigned, worked and raised consciousness on this issue over 20-odd years. Improvements have been made, partly through the efforts of communities and campaigners and partly through the commitment    of people in the House, but we face new challenges due to the reorganisation of the NHS and the fact that a generation of people are now living with AIDS. I look to the Minister to answer some of the questions asked in this debate, particularly about how the reorganisation will affect the treatment of HIV/AIDS, and to reassure us that the information needed in a range of communities will be publicised. I will listen with interest to her response.",Diane Abbott,HIV,
2011-03-03 00:00:00,"Is it not also the case that in inner-city areas, such as the east end of London, large numbers of people who are reservoirs of disease are simply not on GPs’ lists? As we move to GP commissioning, it will be important that GPs commission for the population, not just for the people who happen to be on their lists.",Diane Abbott,Life Expectancy (Inequalities),
2011-03-03 00:00:00,"Is my right hon. Friend aware that there are twice as many doctors in Wandsworth as there are in Barking and Dagenham, and that for every stop further that a person lives on the Jubilee line between Westminster and Canning Town, their life expectancy goes down by at least a year?",Diane Abbott,Life Expectancy (Inequalities),
2010-12-21 00:00:00,"In these final hours of a momentous parliamentary year, I am grateful to be able to put on the record my concern about the consequences of local government funding cuts for my constituency. To make the case fully about what a hammer blow the cuts will be, I have to put those cuts into context. Parents and young people in Hackney are still reeling from the consequences of the cuts in the education maintenance allowance. The east end of London, particularly Hackney, has one of the highest proportions of young people claiming the EMA of anywhere in the country. In one of the further education colleges in my constituency, BSix, more than 75% of the students claim the EMA. Yesterday, I heard the Secretary of State for Education claim that the EMA was tokenistic. I put it to the Minister that the sums involved—£10, £20 or £30—are not tokenistic in the east end of London. Those sums have made it possible for young people to stay on at school. Losing that money will be a blow to household budgets and will be a slap in the face for those young people and their aspirations. We will also be hit by the health reorganisation, contrary to the claims of Ministers that the health budget is protected. Hundreds of redundancy notices will be issued by the primary care trust in my constituency, as in others throughout the country, as part of the reorganisation process. Ministers have promised that 45% of management jobs will be lost. Those are real jobs held by real people, some of whom live in my constituency and many of whom are women. The context of the local government cuts also includes the figures this month on rising unemployment and the big cuts in the public sector generally. The Minister knows that the public sector is a major employer in Hackney, particularly of women. As if all that was not enough, there will also be changes to housing benefit, which will affect claimants in Hackney, who numbered 7,829 as of November. Based on the current caseload, the average shortfall for a claimant in Hackney due to the caps will by £22.96, but the highest shortfall could be as much as £250 a week. Those calculations do not take into account the further shortfalls that will also arise from the 30th percentile rule, which will mean that people can only get housing benefit from the bottom percentile of private sector rents in their area. We are not looking at local government cuts in isolation. In Hackney, one of the poorest boroughs in the country, local government cuts should be seen in the context of cuts in the EMA and housing benefit, job losses in the health sector and rising unemployment. On top of these things come the local government funding cuts. I sought this debate because Government grants to Hackney are being cut by 14.9%, the equivalent of £44 million. That is the biggest cut in London and one of the highest in the UK, putting Hackney 26th out of 152, in percentage terms. If I put nothing else on the record, I wish to put on the record that the Government figure showing an 8.9% reduction was misleading, because it includes moneys that do not come from the Government, including council tax revenue, transitional grant funding,   which is only available for the first year, and £3.7 million NHS funding for new activities. The real figure is 14.9%, which is more than £44 million. In responding to the 8.9% figure, I must say that the Government have made much of the fact that funding per head for residents in Hackney in 2011-12 will be £1,043, compared with only £125 per head in Wokingham. That seems like a huge gap. Some, perhaps even the Minister, will say, “Clearly, Hackney is being treated generously and maybe with undue generosity.” But I am grateful to be able to put the truth about the cuts on the record. Hackney has more than £1,000 per head in local government funding because it has a very low tax base per head—the last major factory moved out of Hackney when I first became a Member of Parliament, more than 20 years ago—whereas Wokingham has a very high tax base. The London borough of Hackney’s need assessment is one of the highest in England—I have worked in Hackney for 20 years and have personal understanding and knowledge of that—whereas Wokingham has one of the lowest. To illustrate that, in case the Minister is not persuaded, 33% of children, or more than 6,000 pupils, in the London borough of Hackney take free school meals, whereas in Wokingham only 3.9% of pupils—just 491 children—take free school meals. In Hackney, 44% of children are in out-of-work families in receipt of child tax credit, but in Wokingham the figure is only 6.7%. In Hackney, the proportion of older people on the income support element of pension credit is 53.7%, whereas in Wokingham it is only 9.2%. I beg Ministers to stop making misleading comparisons between Hackney and shire counties, because the need in Hackney is so much greater than in the areas that they are referring to. It is misleading and unfair and it seems as though they do not take seriously the huge social need in the inner city. The cut of 14.9% is being imposed on top of all the other cutbacks that Hackney is facing. What will be the consequences of such a cut in local government funding to Hackney, together with the changes in the apportionment of what used to be called neighbourhood renewal funds? Inevitably, because the local authority is such a huge employer, there is a threat to jobs and services. We in Hackney—myself and my hon. Friend the Member for Hackney South and Shoreditch (Meg Hillier) and our elected mayor, Jules Pipe—will be fighting to save jobs and services, but already we know that five youth clubs that we were promised under schemes promoted by the previous Government will not happen. There is concern that the Government are carelessly stopping that youth provision with the stroke of a pen, although Hackney faces so many issues to do with youth culture, gangs, antisocial behaviour and criminality. We know, partly because of the nature of the schemes that we spend the neighbourhood renewal funds on, that youth offending work and youth work is threatened, as is work with young people not in education, employment or training and on child obesity. Posts will be deleted. It will suit civil servants and even some council officers to claim that they are not making redundancies—some will be agency posts and others will be voluntary redundancies and I suspect   that, at this stage, only a small proportion of posts deleted will be involuntary redundancies—but a post that is deleted is a job that is not there. Just because somebody is an agency worker does not mean that their need for employment is any less. They may not figure in a column headed “Redundancies”, but people who had jobs will lose them. The hundreds of posts that are deleted, even if they are not officially regarded as redundancies, will mean fewer jobs for young people leaving Hackney schools and colleges who have worked hard and hope to make some sort of life for themselves. In the opening weeks and months, as Hackney local authority draws up its budgets, we will know exactly where the axe will fall. There is no question but that both jobs and services are threatened. I have heard a number of Ministers in the Tory-led Government talk about local government bureaucracy. The mayor of Hackney, Jules Pipe, is aware of that issue and 36% of posts at tiers 1, 2 and 3 are being deleted—that is 20 positions altogether. In debates such as this, mention is often made of how much chief executive officers in local authorities are paid. Let me put on the record that I do not defend those salary levels, and I do not accept the argument that the salaries earned by some chief executive officers in London are due to the market; it is a cartel driven by recruitment agencies. I have discussed that issue with colleagues in local government who say that they cannot attract the people and that they need to bring people in. I argue, however, that it cannot be satisfactory to have so many leaders of inner-city local authorities who do not live in inner cities; some of them commute from far outside the M25. Local authorities need to invest in second and third-tier officers, so that it becomes more normal to recruit at the highest levels from within. Those authorities would then not have to pay inflated salaries via recruitment agencies, and they would be more likely to attract people who, instead of travelling hundreds of miles to their place of work, are local, have roots in the area and understand the authority. I do not defend the high, inflated salaries that, in my view, have been paid to some chief executive officers over the recent decade. Such salaries would be more acceptable if those officers accepted what many of us in the House would consider to be proper accountability. Some seem to have difficulty with the notion that together with such a considerable salary—three times that of a Member of Parliament and more than that of the Prime Minister—comes accountability. Sadly, the case of Sharon Shoesmith is an example of that. I am not here to defend high salaries, but even if we got rid of every first, second and third-tier officer in Hackney, it still would not make up for the £44 million of cuts that we face. In conclusion, we are all aware that savings have to be found in the aftermath of the credit crunch. However, the Labour party does not accept the argument put forward by Ministers and their supporters that the cuts are inevitable in their totality. The cuts are ideological, and the fact that boroughs such as Hackney will be hit so much harder than boroughs such as Richmond points to what is going on. It is wrong and distressing for Ministers to compare Hackney with Wokingham as if they were in any way comparable. It is wrong to mask the scale of the cuts by adding in council tax revenues as if those are given to Hackney from central Government,   when in fact the money is raised. It is wrong for Ministers to turn away from the real need that exists in boroughs such as Hackney. Over the past few decades, remarkable work has been done by community organisations, local authority leaders and the Government in the east end of London. In my local authority, there are five new academies; there is the brand new east London line, which is the brain child of a former Mayor of London. However, the east end still struggles with the legacy of Britain’s industrial past. It is no coincidence that some of the most historically significant local government leaders emerged out of the politics of the east end in the 19th century—George Lansbury, for example, and the councillors of Poplar. It has been clear for over a century that the issues and challenges that face communities in the east end of London cannot be solved by individual charity alone. They cannot be solved by, “The rich man in his castle, the poor man at his gate”, or by charity at the appropriate time. Such problems can be solved by the aspirations and ingenuity of individuals, but only if there is a strong local state. Those of us who live in the east end of London and represent the area, look with apprehension at the clear intention of the Conservative-led Government to whittle away at the local state in the east end, to delete posts and services and leave families and children unprotected against the stormy economic times that we are passing through. These are almost the final hours of 2010. It has been a momentous Parliament. For the first time in many years we have a coalition Government, and for the first time ever, I am on my party’s Front Bench. The year has ended in a way that many of us could not have foreseen. As I said at the beginning of my speech, I am pleased to put my concerns about the cuts on the record, and  I assure the Minister and the House that when it comes to fighting to defend the interests of the people of Hackney, I will stand side by side with my colleagues and we will give no quarter. We were elected to fight for people who have no voice and for a better, stronger community. My hon. Friend the Member for Hackney South and Shoreditch, the mayor of Hackney, and I believe that the wave of cuts that is coming towards the east end from all quarters poses a real threat to communities and to the changes made by recent generations.",Diane Abbott,Local Government Funding (Hackney),2017-05-01 16:00:00
2010-12-21 00:00:00,"If the local government settlement is as benign as the Minister says, why have leading Liberal Democrat councillors and local government leaders and leading Conservative local government leaders attacked it? I believe that one Liberal Democrat local authority   leader went so far as to refer to the Secretary of State and the Minister for Housing and Local Government as Laurel and Hardy. I would not dream of being so disrespectful, but those are not the words of people who are happy with the settlement.",Diane Abbott,Local Government Funding (Hackney),
2010-12-21 00:00:00,"I am not discounting it; I am saying that it is misleading to claim that it is only an 8.9% cut, when the cut to the money that the Government give to councils is more than 14%.",Diane Abbott,Local Government Funding (Hackney),
2010-12-01 00:00:00,"Does the Minister have any practical proposals for increasing testing, such as different contexts in which it can occur?",Diane Abbott,HIV,
2010-11-02 00:00:00,"Does the Minister agree that cancer survival outcomes are very closely linked to poverty and inequality?   Although I concede that inequality widened under the previous Government, how can the present Government hope to bear down on poverty and inequality in the context of an overall policy framework that envisages a steep rise in unemployment, with all the poor health outcomes associated with that, and a commitment to protecting health spending, which is unravelling by the day?",Diane Abbott,Cancer Survival Rates,
2010-12-08 00:00:00,Does my hon. Friend think that the motion will give the House sufficient time to discuss all the implications of the fact that the hon. Member for Bermondsey and Old Southwark (Simon Hughes) has announced tonight that he will not vote for the tuition fee increases?,Diane Abbott,Business of the House (Thursday),
2010-12-09 00:00:00,"Does my right hon. Friend agree that those who argue that students need not be frightened of £9,000 a year fees, because they will not be paying up front, entirely fail to recognise that for someone who comes from an immediate family in which no one has ever been to university, or maybe even stayed at school past 16, the prospect of debts of £50,000, or possibly £100,000 if they want to be a doctor, must be off-putting? Coalition Members have to put themselves in the position of those ordinary families.",Diane Abbott,Higher Education Fees,
2010-11-03 00:00:00,"My right hon. Friend makes a very important point about the increased participation of working class and black and minority ethnic students. Does he agree that, regrettably, there was a vestigial sense of a sort of educational apartheid in London, where working-class ethnic minority students tended to be grouped in what were often the weaker universities and middle-class students went to Russell group universities? Will such a steep rise in tuition fees not exacerbate the sense that people from areas such as his and mine think that a certain type of university is not for the likes of them?",Diane Abbott,Higher Education,
2010-11-03 00:00:00,"My right hon. Friend correctly said earlier that all those who could benefit from higher education should have access to it, but there is a further point. Society as a whole benefits from a highly educated population. There is obviously an issue about personal fairness, but the bigger issue for us as Members of Parliament is what is right for us as an economy, and what is right for us as an economy is that everyone who can benefit should have access to higher education. That is what gives us growth and makes us a strong country.",Diane Abbott,Higher Education,
2010-10-28 00:00:00,"I am very pleased to have an opportunity to contribute to this debate, as I believe that these economic issues will be the most important issues facing this Parliament. I want to talk in particular about the effects of the spending review on London and inner-city communities—the type of community that I have lived in all my life and sought to represent over the past two decades. I also want to talk specifically about the effects of the spending review on the private sector, as they are not sufficiently debated or understood, and on the public sector, and about the particular effects on housing and housing need in London, because I think the spending review and the mix of proposals on housing benefit and cutting expenditure on public sector housing will hit London harder than any other part of the country, with consequences that I do not think the Government have calculated. It is not sufficiently understood that more than 1 million jobs in the private sector are directly dependent on public sector contracts with private sector organisations. That is the case in construction, for example, but there are also many jobs in social care and looking after young children that are basically delivered by private sector organisations. Also, when we make these cuts and people lose their jobs, demand will be taken out of the economy, so many retail and service companies in London will suffer. These cuts will have a ripple effect in the private sector in London. The Government and their supporters in the Lib Dem party may be laughing now, but they will be laughing on the other side of their faces when the effects on the private sector become clear. The coalition Government talk about the public sector as if it is all about men in bowler hats who can easily be switched into meaningful jobs in sectors such as banking. In Hackney and the inner city generally the majority of public sector jobs are women’s jobs, however, and the majority of those women are heads of households, and far from doing peripheral or frippery jobs, they work in the heart of communities as teaching assistants or care assistants or in the voluntary sector, which will suffer because of the cuts in local government spending. These jobs are at the heart of communities. How hypocritical it is of the coalition Government to talk about the big society and then attack ordinary women working in the heart of their communities across a range of important occupations. I have listened to what coalition Ministers have had to say, but having lived in and represented Hackney for more than 20 years, I can tell them that there are no private sector jobs for women in Hackney who will be made unemployed to step into. That is because of the structure of employment in Hackney and the inner city. Yes, we can count up the number of vacancies and the number of people who might be made unemployed, but there is a mismatch between the types of people that this coalition are going to fling into unemployment and the actual opportunities available to them, such as they are, in the City and the private sector in London generally. We have to judge these matters on the basis not of political banter, to and fro and Punch and Judy, but of the effect on real people’s—real women’s—lives. The consequences for communities such as Hackney in the next financial year will be very serious indeed. The people in those communities will not have been impressed to see Ministers on the Treasury Bench laughing and congratulating themselves when the statement was read out. What were they congratulating themselves on—thousands of people losing their jobs and thousands more losing their homes? That brings me on to housing. Members will be aware that since the 19th century one of the core activities of local government in London has been building housing—affordable, quality housing for rent. If hon. Members are not aware of that, I can take them to estates built in Hackney more than a century ago. Of course politicians then, even Tory politicians, recognised that decent housing was at the core of social stability and public health concerns. But what are we getting from this coalition? We are getting cuts in public sector housing expenditure, which, as I said, affect the traditional role of local government; cuts in people’s housing benefit after a year; and, above all, a cap in housing benefit. I put it to the Government that the majority of people claiming housing benefit are not shiftless people, but working people and those looking after disabled people. These are not people who are simply unemployed. It has been argued that we have to cut housing benefit because, horror of horror, poor people are living alongside rich people in desirable areas of the city.",Diane Abbott,Comprehensive Spending Review,2017-05-01 14:35:00
2010-10-20 00:00:00,"Does my hon. Friend agree that it is unreasonable to deride one-to-one pastoral care of constituents as social work, partly because it necessarily informs our work as MPs but also because the more ordinary constituents meet their MP, whether at church, in an advice session or in the supermarket, the more they will respect us?",Diane Abbott,Parliamentary Voting System and Constituencies Bill,
2010-11-03 00:00:00,"I am afraid that I did not attract the Minister’s attention. I have always been against tuition fees; I have marched through the Lobby against them. It gives me no pleasure to say that I knew it would end up like this, with Tory Ministers such as the hon. Member for South Holland and The Deepings (Mr Hayes) ramping up fees— [ Interruption. ]  Members will see how I cast my vote in the coming debate. The point that I wanted to make is that in a world of markets—all of us here, even my good self, believe in markets nowadays—price is an indicator and, as I said earlier, if there is variable pricing, the indicator to students is that the higher-priced universities are not for the likes of them. Over the years, I have counselled many young people in my constituency, including ethnic minority young people, to try to encourage them to go on to higher education. They are held back not because they do not have the qualifications—their teachers bring them to me precisely because they think they are bright enough to benefit—but because their parents and they themselves are worried about leaving home, about the sorts of people that they will meet, and that the environment might be snobbish. And now that we see a gap of perhaps £6,000 or £7,000 between fees, what will those working-class students think? I was the first in my generation of my family to go to university. I always remember my father, who was a committed and kindly parent, saying when I was in the sixth form, “Girls of your age are out of school.” He was not being cruel; all the black girls of my age that he knew were out of school. I voted against tuition fees in the first place because had someone told my father, who left school at 14 and worked all his life, that not only was I staying on into the sixth form, not only was I going on to university, but I was going to pile up upward of £40,000 debt to go to my chosen university, he would have said, “No. You leave school and you become a nurse like your mother,” not because he was cruel, but because he was looking out for my future. For someone from his kind of background, that level of debt would be more than they would earn in a year, and more than my father in his day would have earned in several years, which would have been completely unthinkable. I agree with Government Members who said that the issues that face young people from communities such as mine when going forward into further education are not just about money. They are very complex issues, and that is why for many years I have run a programme that is designed to encourage black young children, specifically, in London to raise their achievements. We have conferences and seminars, and we give out awards. There are, of course, hundreds of ethnic minority young people doing very well in school, in spite of everything and, as I am   sure my right hon. and hon. Friends will agree, this measure will hit not just people from communities such as mine, but middle England also. In some ways, the people who will be worst off are those who are just in the middle, who are not eligible for the help but cannot afford to contemplate their children going on to pile up £40,000 of debt, not when they will have to think about their pension and their jobs, and interest rates on mortgages are rising. I believe that the introduction in this way of a crude market mechanism into higher education is wrong. I believe that it shows the reality of our invisible Lib Dem colleagues’ commitment to equality and fairness. I look forward to hearing the Minister responding to my colleagues’ points today, but I look forward even more to seeing what the electorate in Southwark, in Hornsey, and in Lib Dem constituencies up and down the country, will say in response to the way in which the Lib Dems have today walked away from signed commitments not to have higher tuition fees.",Diane Abbott,Higher Education,
2010-10-28 00:00:00,"I quite agree, and I am grateful to my hon. Friend for raising that issue. I have a sentence or so more to say about the cap. We have been told by the Prime Minister of the horror of poor people living alongside rich people in boroughs such as Islington and Westminster. Let me tell the Government that I can take them to the heart of the Prime Minister’s Notting Hill and show them poor but entirely respectable West Indian couples living alongside merchant bankers who have bought their houses for millions of pounds. London has always been a city where rich and poor live side by side; it has never had the perfumed stockades of the upper east side of New York or the kind of social segregation seen in American cities. This type of cleansing of poor people from what are deemed to be areas that are too good for them to live in is quite unconscionable. As my hon. Friends have said, this is not just about the cap on housing benefit, although that will also have a serious effect on ordinary people in London and may well see the end of some Lib Dem MPs now sitting on the Benches opposite us; it is also about the cuts in housing benefit after a year. What I say to the House is that we can sit here this afternoon scoring points and doing the Punch and Judy stuff, but real people in our constituencies, whose circumstances are not understood by those on the Treasury   Bench, will suffer as a result of this ill-thought-out, ill-paced and wholly ideological spending review. The credit crunch and the deficit have been the occasion of this spending review, not the reason for it.",Diane Abbott,Comprehensive Spending Review,
