debate,time,date,text,mp
The Economy,,2012-12-11 00:00:00,"Does the right hon. Gentleman agree with the following analysis? Two and a half years ago, he asked for five years to balance the books, but without a plan   for jobs and growth, he needs another five years. He still does not have a plan for jobs and growth, so it will always be five years.",Emily Thornberry
Economic Growth,2017-05-01 17:14:00,2013-05-15 00:00:00,"I should like to begin by belatedly congratulating the hon. Member for Eastleigh (Mike Thornton) on his election to the House. I also congratulate him on his constant optimism. For the sake of the record in  Hansard , I must point out how very lonely he must be on the Liberal Democrat Benches. He is largely by himself over there. So, here we are after three years of the coalition Government. The early growth that they inherited has been strangled, and the economy is flatlining. We have terrible rates of unemployment, particularly among the young, for whom long-term unemployment continues to increase. Many of those youngsters have no hope. Living standards are being squeezed, and it is more and more difficult for people to make ends meet. Business confidence is dying, and investment is declining as a result. The country is crying out for a change and for the Government to do something. People were looking forward to a Queen’s Speech that would show that the Government were prepared to do something, but Her Majesty might as well have stayed at home. The measures in it do not address our economic crisis at all. I am not saying that there is nothing in it for us to welcome. Reform of the Independent Police Complaints Commission is long overdue. We have yet to see what it will involve, but I hope that the commission will be improved. I also hope that a proposal for a register of struck-off police officers will be included in the legislation. I even welcome some of the changes to the Dangerous Dogs Act 1991. Apart from that, it is hard to see how this Queen’s Speech will help the country. We need a new plan to tackle the lack of jobs and growth, but it offers us nothing. Do the Government really believe that the draft deregulation Bill will get the economy going again? Do they believe that by snipping away at red tape they will encourage the private sector to rise up like the Incredible Hulk and get the economy working? I do not think that they really believe that. They cannot believe that that is going to save the economy. Surely they do not believe that they can just sit back and do nothing. In circumstances such as these, it is surely the responsibility of the Government to take a lead, but I am afraid that the Chancellor of the Exchequer gives every sign of being a man who has decided that he cannot afford the loss of face that would inevitably accompany a change    of course. He cannot afford to expend so much political capital on doing something new, and we are all paying the price as a result.",Emily Thornberry
Economic Growth,,2013-05-15 00:00:00,"The difficulty is that, by carrying on regardless, this Government are killing the economy. I do not have time to go through my bundle of suggestions put forward by various economists, but Paul Krugman has said that the Government’s austerity plan is “fundamentally mad”. I was hoping to have time to read out more such views, but there is not time. I would like, however, to use the few minutes that I have to give the Government some advice. They might listen—you never know! How about looking into housing? For example, £30 billion spent on infrastructure investment in housing—particularly affordable housing and social housing for rent—would represent 2% of GDP. The International Monetary Fund has said that the fiscal multiplier resulting from such investment could be between 0.9% and 1.7%, which could boost growth by 2.6% of GDP. That would be a short-term boost, but the TUC recently commissioned the National Institute of Economic and Social Research to look at the effect of such investment over the longer term. That research showed that such investment would continue, three to four years on, to have a positive effect on debt and GDP. This is not just about the economy; it is also about fairness. We know that there is not enough housing. We know that people need jobs and training, and that our youngsters need something to do. They need hope. Investment in housing would provide all those things. This Government are building the smallest amount of housing of any Government; they have the worst peacetime record of doing that of any Government since the 1920s. Council house waiting lists continue to grow. If the Government continue at this rate, it will take until 2129 to build enough housing to meet the current need. Of course, we know that the Government want to cut back on the benefit bill. They say it is wise to introduce a blanket cap without thinking about how some areas that have a desperate housing crisis will have much higher housing costs. My constituency provides a very good example. If a family of five is living in a three-bedroom house in the private sector in my constituency and someone is unlucky enough to become unemployed, the rent would be £400 a week. The question I wanted to ask the Chancellor earlier—unfortunately, he did not allow me to intervene—was this. If the rent is £400 a week and the cap is £500, what does such a family of five do? Does it live on £100 a week or not pay the rent instead? If the rent is not paid, does that mean the family is intentionally homeless, and if it does, does the council have to re-house the family? If the council does have to re-house them, but there is not enough social housing, where does the family go? Where would the Government suggest these people go? Perhaps they would go to Dover or to some of the marginal seats in outer London. Unfortunately, the Government have no   idea of where these people should go. The tragedy of the debate so far is that there has not been enough emphasis on fairness.",Emily Thornberry
Serious Fraud Office,,2013-06-04 00:00:00,"The new director of the Serious Fraud Office has said that we should have a sensible debate about the introduction of the new offence of corporate criminal liability, so that companies could be prosecuted for fraud, as they are under the Bribery Act 2010. Does the Attorney-General agree that it is a good idea to have such a debate, or does he agree with some of his colleagues that instead of being built on, the Bribery Act should be watered down?",Emily Thornberry
Protecting Children Online,,2013-06-12 00:00:00,"What are you going to do, then?",Emily Thornberry
Living Standards,,2013-09-04 00:00:00,"Would my hon. Friend like to join me in noting that only four Government Members are in the Chamber—a Whip, a Front Bencher and two on the second row—whereas a large number of Opposition Members wish to speak?",Emily Thornberry
Abortion Act,2017-05-01 15:30:00,2013-10-09 00:00:00,"On 5 September, the Crown Prosecution Service issued a statement justifying its decision to take no further action regarding two doctors who had been caught in a  Daily  Telegraph  sting allegedly assisting an undercover journalist to procure an abortion on the grounds of the gender of the fetus. The original statement started with a statement of the law: “The Abortion Act 1967 allows for an abortion in a limited range of circumstances but not purely on the basis of not wanting a child of a specific gender.” That, incidentally, is how I would read the law. The statement went on to say that although the case was not straightforward, “on balance there is enough evidence to justify bringing proceedings for an attempt.” The plain English reading of that is that there was enough evidence to prosecute for an offence of procuring an illegal abortion purely on the basis of not wanting a child of a specific gender. But the decision not to prosecute was taken on the grounds that it would not be in the public interest. The CPS said: “Taking into account the need for professional judgement which deals firmly with wrongdoing, while not deterring other doctors from carrying out legitimate and medically justified abortions, we have concluded that these specific cases would be better dealt with by the GMC rather than by prosecution.” The statement added that “when looking at the culpability of the doctors in this case, we must take into account the fact that doctors are required to interpret the law and apply it to” a “range of sensitive and difficult circumstances which are not set out in the legislation.” The statement concluded by attaching weight to the level of harm to the victim, which in this case was none as no abortion took place. I found the statement very disturbing and that day wrote to the Director of Public Prosecutions to request him to review the decision not to prosecute. My first objection was that I could not understand how it could be in the public interest not to prosecute in respect of an abortion that was carried out on the basis of gender alone. Gender-based abortion is part of a complex of misogynistic beliefs and practices to which we cannot   give an inch. Along with female infanticide, it is the purest expression of the belief that the male is more valuable than the female, for invariably gender-based abortion involves the destruction of female fetuses; we do not hear of male fetuses being aborted. Women are not the weaker sex. We are not a curse. We are not a burden to be disposed of as a family sees fit. What is more, people have to be completely myopic not to see that if it becomes known that doctors are taking a no-questions-asked attitude to gender-selective abortions, women will be pressurised into having them. Gender-selective abortions are at root an exercise of patriarchal and communal coercion, not female choice.",Emily Thornberry
Abortion Act,,2013-10-09 00:00:00,"If the hon. Gentleman will hold his breath, I will get there. In my view, it is not in the public interest for us to behave in this way. We must make it absolutely clear that, as a country, we have no truck with this. I am a staunch advocate of women’s right to choose, but I do not accept that that corners me into supporting something as plainly monstrous as gender-selective abortion. I am also concerned that if the public see abortion as being used for gender selection, support for abortion will erode. In my view, there has been and remains a clear majority, albeit a silent one, in favour of abortion, and their views are reflected in the very thoughtful contributions made today by the hon. Member for Totnes (Dr Wollaston) and my hon. Friend the Member for Hackney North and Stoke Newington (Ms Abbott). We must not play into the hands of the likes of those who claim that the most dangerous situation to be in in Britain today is to be in a womb and to be a female. We need to take a sensible view of this. My second objection, which was echoed at the time by the former Director of Public Prosecutions, Lord Macdonald, was about the amount of deference that the CPS seemed to be showing the medical profession. The CPS seems to believe that doctors can have the discretion to disapply the law in their surgeries. It seems to me that when a roofer breaks the law, he is hauled into court and faces the prospect of prison. When a doctor does, he should also be hauled into court and should not simply be heard by a panel of his peers with no criminal powers. That is taking the idea of “Doctor knows best” far too far. The rule of law has to apply to all equally; otherwise, it is meaningless. Following the outcry, the DPP, Keir Starmer, has issued a statement seeking to explain further the reasoning behind the decision. That statement, which comes a full month later, introduces a number of new lines of argument, while quietly dropping some of the old ones. Mr Starmer now tells us that the evidential threshold for the allegation that this was a gender-based abortion has not been met. He says that that was because other factors were alluded to during the discussion between patient and doctor. Instead, the matter hinged on whether the doctors fulfilled their duty under the Abortion Act to carry out a sufficiently robust assessment of the risk to the pregnant   woman’s mental and physical health to reach a good-faith opinion that the continuation of the pregnancy would involve a risk, greater than if the pregnancy was terminated, to the woman’s mental and physical health. The director explains that there is no guidance on how a doctor should assess that and therefore no yardstick by which to measure whether the doctors’ assessments fell below a standard that any reasonable doctor would consider adequate. The director concludes that it would be of questionable public interest to prosecute amid such uncertainty. That is a more elegant and persuasive way of hoofing the matter back to the GMC. Gone is any suggestion that we will not prosecute criminal attempts because the victim is unharmed. Gone is any impression given by the earlier statement that the very fact of the GMC’s involvement is sufficient and that the criminal courts need not be involved. Gone is any suggestion that it is somehow okay for doctors to abort fetuses merely because they are female. I am reassured by the director’s statement that had the decision boiled down to one of whether to prosecute on the basis that the doctors attempted a gender-specific abortion, “there might be powerful reasons for a prosecution in the public interest”. To my mind, the director’s statement illustrates the need to ensure that the DPP personally signs off all decisions about prosecutions under the Abortion Act 1967, whether those decisions are in favour of or against prosecution. I hope that the Attorney-General can assure the House that that is what will happen in future.",Emily Thornberry
Political Party Funding,,2013-10-15 00:00:00,Why not?,Emily Thornberry
Engagements,,2013-10-30 00:00:00,"Q8.   A new flat has just been launched in my constituency, which has been built partly as a result of public money under the Government’s affordable housing scheme, known as Share to Buy. It is a two-bedroom flat in Pear Tree court and it costs £720,000. Does the Prime Minister believe that to be affordable and, if so, to whom?  [900770]",Emily Thornberry
Housing Benefit,,2013-11-12 00:00:00,"Is my hon. Friend aware that, in Islington borough, 3,100 families will be affected by the bedroom tax? The local authority is making a stupendous effort to build as much social housing as possible—the joke is that if someone moves their car, they will return to find that a flat has been built in its place—but even it has been able to let only 1,600 flats in the last year and it cannot keep up with the demand of people who need to move because of the bedroom tax, let alone because of the general housing crisis.",Emily Thornberry
Housing Benefit,,2013-11-12 00:00:00,"The hon. Gentleman began his contribution by talking about overcrowding, which is something Labour feels very strongly about, certainly in my borough. Part of the problem, however, is empty nesters—elderly people whose families have grown up. If the principle behind the bedroom tax is to free up homes and move people to smaller units, why does it not apply to pensioners?",Emily Thornberry
Housing Benefit,,2013-11-12 00:00:00,"The hon. Gentleman will be surprised to hear that I am doing my job and probing the Government to find out the purpose of this policy. He began with the justification of dealing with overcrowding—something I feel very strongly about after what I have seen in my surgeries—but my borough authority has always had a policy of speaking to people as they retire, and encouraging them to move onwards, not doing this.",Emily Thornberry
Mental Health Homicide,,2013-11-21 00:00:00,"There are two points on which I would be very interested to hear the Minister’s comments. First, how can we stop there being community leave without the family knowing about that? Secondly, what is the purpose of community leave? Its purpose is to help an offender get back into the community, but the fact is that this man has a recommendation for deportation. We do not want him back in the community; we want him on the next plane out of the country as soon as he has finished his treatment.",Emily Thornberry
Mental Health Homicide,,2013-11-21 00:00:00,"On hearing that, the family will want to know the answer to this question. If that is right and the recommendation for deportation was an important factor in deciding whether this person should get escorted leave, why did he get escorted leave for so many months, until we found out about it and got it stopped?",Emily Thornberry
Financial Services (Banking Reform) Bill,,2013-12-11 00:00:00,"With hindsight, will the hon. Gentleman help the House and say whether Fred Goodwin would have been prosecuted under that provision?",Emily Thornberry
Financial Services (Banking Reform) Bill,,2013-12-11 00:00:00,"I thank the Minister for giving way again; he is helpful in giving me the time because I am genuinely confused about this. If the proposed legislation is to have a deterrent effect and deter the sort of behaviour that was seen before the banking crash, had it been in place at the time, presumably people would have been prosecuted. All I want to know is: which people, and can the Minister give the House some examples?",Emily Thornberry
Housing (London),2017-05-01 10:08:00,2014-02-05 00:00:00,"I begin by saying what a shame it is that for the past five years the Mayor of London has refused to meet the leader of the National Union of Rail, Maritime and Transport Workers, that we have a strike on today, and how difficult it must have been for London Members to arrive in time for this debate. Presumably—the  Hansard  writers can put that I am being mildly sarcastic here—that must be why we have no Tories or Liberals in Westminster Hall to speak in this debate. I congratulate my hon. Friend the Member for Erith and Thamesmead (Teresa Pearce) on securing this debate, which is on one of the most important issues that any Londoner faces. Indeed, for London and the south-east, this seems to be a pivotal point, in terms of how housing impacts on people’s lives. Politics ought to be about what impacts on people’s lives, so politics in London and the south-east probably starts with housing; I know it does in my constituency. In fact, when I was first selected as a candidate for Islington South and Finsbury, my predecessor, Chris Smith, asked me, “What do you know about housing?” I said, “I don’t know anything.” He said, “Well, you will, because it is your duty to reflect the interests of your constituents, and politics begins and ends with housing in Islington.” There is the smugness of Islington dinner parties where people sit around and talk about how much their properties have gone up in value; indeed, the property  I live in has gone up eight times in value in the 22 years I have lived there. It was nice to start with—people look at the price and think, “Gosh, I’ve made all this money”—but then their children grow up and they wonder, “Where will they live? How will our family be able to ensure that our children live near us?” We are the privileged ones. Imagine what it must be like to be a third or fourth-generation working-class family from Islington, looking at their children and wondering not whether they will live in Islington, because obviously they will not, but how far away they will have to live. Will they be able to help look after mum at the weekends? Will the family essentially be split up completely? We have seen too many families in Islington split up, and that trend is accelerating. We see the little amounts of land that we do have being used for developments that are sold off-plan and kept empty. We need to look with clear eyes at what kind of London we want. I accept that London is the best place in the world to live. Of course if someone had any money, they would buy in London, but they should live here as well, and not just invest in London and keep the properties empty. There are plenty of Londoners and London families who want to stay in London. We want to protect the sort of city that we have, and not have an empty shell of a place where there are no lights on in the evenings, no one votes and no one gets involved. It is not even as though my constituents come out and vote Tory. The gerrymandering that may be happening in my constituency is a hollowing out of engagement in the community. People have a pad in Islington as their second home, whether they normally live in the country or in Singapore, having bought a property for their baby daughter who might do a degree at the School  of Oriental and African Studies in 20 years’ time; they   keep those properties empty until that time. They might rent them out, but not to people who become engaged in the community. In the meantime, I have constituents coming to me day after day on these issues. Whenever I speak about housing in Islington, to ensure that I can never be accused of exaggerating, I only ever speak about my last housing case. I suggest that my hon. Friend the Member for Lewisham East (Heidi Alexander) does that. My last housing case was a young woman called Sarah. She has two children: a four-year-old and a six-month-old baby. She came with her mum, who lives about a quarter of a mile away and helps look after the four-year-old, because of the baby. Sarah is in temporary accommodation; her rent is £500 a week. She gets a discretionary housing payment of more than £160 a week from the local authority to help pay her rent and to keep body and soul together, but that assistance will run out, and she will be hit by the benefit cap. That means that she will be getting £500 a week in benefits and paying £500 a week in rent. What does she do? Her family has lived in Islington for generations. Her mum and the rest of the family are up in arms about it. She is on the housing waiting list in Islington, but so are 17,000 other people. Where does she go? How far away is she expected to move? She cannot work. It is all very well for the Secretary of State for Work and Pensions to say, “People like that ought to work.” Sarah said, “If I was working at the moment, Emily, I would be on maternity leave. I’ve got a six-month-old baby.” Can the Minister tell me where she is supposed to go when the money runs out at the end of March?",Emily Thornberry
Housing (London),,2014-02-05 00:00:00,"The Mayor of London’s solution to this problem is affordable rents, which gives us all a hollow laugh in areas such as mine, where a three-bedroom flat would be £600 a week. If the rent was genuinely affordable, we would say, “All right then, pay housing benefit on it.” If we paid housing benefit at 80% of market rent in Islington, we would blow the Department for Work and Pensions budget within a few months; that would simply not be affordable, unless someone was a banker or in charge of an investment fund. I looked today on Rightmove, and the cheapest three-bedroom flat has a rent of £370 a week. A family of five living in that three-bedroom flat would have £130 for the entire family to live on. We must look at having real social housing and real affordable housing in my area, but where will that come from? One place it used to come from was housing associations. They used to build in Islington and across London, and there used to be a proper subsidy from the Government to assist housing associations in building, but the social housing grant has been slashed. I spoke to the chief executive of one of my local housing associations about that last week. He said that he used to have a   business plan, under which he knew that for every pound invested, he would get a pound from the Government to build social housing. He now gets about 20% of that, and the Government’s answer is, “Put the rents up to affordable rents.” So it goes on. People on average and low incomes in Islington are being pushed out. We will simply end up with a society that is rich, semi-detached and not involved in the community, and the community will die. It is dying in front of us and we have to fight that. We appeal to the Government—although the Minister is not listening to me—to listen to what we are saying: invest in real social housing, give up on the nonsense of affordable rent  and tell Boris Johnson that that is no solution. We must find a real solution and we must have a plan. The Opposition have a plan: a Labour Government will build 200,000 homes every year. The question is whether the people of Islington can wait until 2015 for that. There is the outrage of Mount Pleasant, which is the biggest development site in my constituency. It used to be owned by the public, through Royal Mail. It was sold off for a song, and guess what: the developers are not satisfied with having got the land for hardly any money at all. They want the development to be 88% luxury flats. Imagine the killing they will make from that. The developers will provide 12% affordable housing, but who knows what that means. I know what the development means: my constituents yet again sold short by money grabbers who are allowed to get away with it. No one stands up to them, and if Boris Johnson allows that, he will not be forgiven.",Emily Thornberry
Housing (London),,2014-02-05 00:00:00,"My hon. Friend is making an excellent and passionate speech. Does she agree that we have yet to have an answer from the Mayor or from the Conservative party as to how it can be that affordable rents can be 80% of market rent, yet, for example, in Islington the local housing allowance, which is the amount someone is allowed to get in housing benefit, is a maximum of £370, and the market rent for a three-bedroom flat might be £600? Should the two not be aligned if we really mean to have affordable rents?",Emily Thornberry
Housing (London),,2014-02-05 00:00:00,"I register my objection to the Minister’s description of my speech as not being a political rant, because it most definitely was.",Emily Thornberry
Home Affairs,,2014-06-10 00:00:00,He’s yelling!,Emily Thornberry
Iraq and Ending Sexual Violence in Conflict,,2014-06-16 00:00:00,"May I ask the right hon. Gentleman about the second part of his statement? Does he share my alarm about the reports of increasing numbers of Tamil asylum refugees being refused asylum status despite entirely credible accounts of their being subjected to rape by the security services? Will he please give an undertaking to the House that the Foreign Office will look again at the country profiles on which the Home Office and the courts rely before making decisions in those cases, particularly highlighting the problems in relation to women being raped?",Emily Thornberry
Independent Living Fund Recipients,,2014-06-18 00:00:00,Will my hon. Friend give way?,Emily Thornberry
Terrorist Attacks (Paris),,2015-01-14 00:00:00,"I am sure the whole House was pleased to hear the Home Secretary say that real Islam had absolutely nothing to do with the attacks in Paris. Will she take the opportunity to decry the statement that Rupert Murdoch made at the weekend that all Muslims were to blame, and to ask him to get a grip of Fox News and its so-called terrorism experts, who set about insulting Birmingham, London and everywhere else with their silly comments?",Emily Thornberry
NHS (Government Spending),2017-05-01 14:30:00,2015-01-28 00:00:00,"Let me begin by thanking the Minister for his contribution today—particularly as he is a doctor. I also thank him for helping those of us with our Tory NHS debate bingo cards to show that he has used all the words we were expecting—“weaponise”, “Wales”, “long-term economic plan”—and for the additional benefit of sharing his understanding of the international banking crash, which is that it was Mr Brown shovelling money out of the back windows at Lehman Brothers that caused the entire world economy to crash. Let me move on to perhaps a much more important point. How are we going to fund the national health service in the future? What the Minister did not address—which is a grave disappointment—were some of the matters in the motion that we are supposed to be debating. My constituents prioritise the NHS probably over everything else. For them, it is all about our working together as one community and looking after everyone: no one is more important than anyone else; we all stick together; we pay our taxes and support the weakest; and all of us should be able to get world-class health care. We are very proud of the national health service, which has delivered that. However, my constituents are profoundly concerned about what is going to happen in the future. Can the national health service survive another five years of a Tory Government? The answer they come to very rapidly is no. The question is a simple one. How can the Prime Minister stand up at the Tory party conference and say, “We’re going to make £7 billion worth of tax cuts,” and not tell us where the money is coming from? How can the Prime Minister or the Chancellor of the Exchequer say that state spending is going to decline to the level it was in the 1930s, when in the 1930s we did not have a national health service? How does that work? How do we square that circle? Without answers to profoundly important questions such as those, the public simply say, “We don’t trust you with the most precious thing we have as part of our British identity. We want to be able   to have a national health service that will hold us together.” How can the NHS be safe in the hands of this Government?",Emily Thornberry
NHS (Government Spending),,2015-01-28 00:00:00,I give way to the doctor.,Emily Thornberry
Affordable Housing,,2015-03-04 00:00:00,"I completely understand and agree. That is why when the Government talk about localism, I say, “Hooray! Let us come up with some local solutions to local problems.” However, when my local authority starts to introduce innovative schemes to try to address our problems, we are either trampled on by the Department for Communities and Local Government continually changing the rules and tightening up on section 106 agreements, which we are using as imaginatively and laterally as we can to build as much affordable housing as possible—in Islington, that has to be social rented housing if it is to be properly affordable—or we are trampled on by the Mayor. The hon. Member for Hertford and Stortford (Mr Prisk) talked about publicly owned land, and the Mount Pleasant site in my constituency is one such cause célèbre. It used to be a massive piece of publicly owned land, which was owned by Royal Mail. When Royal Mail was privatised, the large site at Mount Pleasant was deemed to be a “car park”, so it was sold for a song. The developers now say on behalf of Royal Mail that, because it is a development site, they should be able to get huge amounts of money back, so they cannot possibly afford to put affordable housing on the land. There is a battle royal going on in my constituency about the matter. My local authority and Camden local authority both say, “We are in desperate need of real affordable housing, and this is one of the largest development sites in the area. Please, please, let us build homes for local people. Please don’t stop us.” And what happened? The Mayor came in and said, “What we mean by ‘affordable housing’ is 80% of market rent.” Guess what? Nobody in Islington can afford that. This is nonsense.",Emily Thornberry
Affordable Housing,,2015-03-04 00:00:00,"No, I will not go back to that. I will carry on talking about Mount Pleasant for a minute, because it is a disgrace. The more we talk about it, the more we expose the difference in values between the Conservative party and local people and why the Mayor is trampling on local people’s wishes. The Mayor is the Tory party’s London representative, and he aspires to high places within the party. People should be warned about his agenda. Some 681 new homes will be built on the Mount Pleasant site, and 163 of those homes will be affordable, at 80% of market rent, but the rest will carry the most ridiculous prices in which only people cashing in their gold bars in China could invest to be able to live there. We have 19,000 families on the housing waiting list in Islington who want to stay in Islington. If we could build 1,500 affordable social rented homes on that site, on the Canaletto site or on another such site, we could unplug our housing waiting list. People would then have a fighting chance of getting themselves a social rented home. I will illustrate the sort of people on my housing waiting list. I never try to exaggerate. Whenever I make a speech, and I have made this speech many times over the past 10 years, I always talk about the very last person I met. In this case, the last person I met was a woman with three children. She has lived in so-called temporary accommodation for five years. She had polio, so her legs are in the most terrible state. She has 28 steps up to her front door, and she has fallen down twice and broken her leg. She now has to have a knee replacement. She has a child with special needs, and she is stuck in this accommodation. And guess what? She has also been hit by the benefits cap. She is in temporary accommodation, which costs £400 of the £500 a week that is available to her. She and her three children are living on £100 a week in entirely inappropriate accommodation. My local authority is doing its utmost to find alternative accommodation. Frankly, if someone moves their car in Islington, we have built a flat there by the time they come back in  the evening. We are building as much social rented accommodation as possible in the area, despite the Government having cut back the subsidy to local authorities and despite the Government making it so difficult for my local authority to stand up to developers and say, “We need social rented accommodation. That is what our local people say. We are the local representatives. Who are you? What is localism? Let us have our say.”",Emily Thornberry
Affordable Housing,,2015-03-04 00:00:00,"Absolutely, and I will give another example. Clerkenwell fire station is on the other side of the road from the notorious Royal Mail site, which was sold off for a song and out of which a huge profit is now   being made. My local authority is attempting to constrain the Clerkenwell fire station site by saying that it must be used for affordable housing. We believe that best value does not just mean that a public body should squeeze as much money as possible out of a site by building as many luxury flats as possible. Best value for the community—this is a public asset in the middle of the community—ought to be what the public want and what will give best value to that community. Providing homes to my local community in Islington is best value as far as we are concerned, which we hope a Labour Mayor would understand. I will always give Boris Johnson the benefit of the doubt, and I will be completely converted if he comes back with this, but I want him to say, “Emily, I understand that ‘best value’ means affordable homes on that site, which means a large proportion of social rented accommodation.” I hope against hope, but I am always an optimist. You never know, Mr Gray; you never know. I appreciate that I have taken a bit of time, so I will wind up, although there is much more that I want to say, as I am sure people can tell. The hon. Member for Hertford and Stortford said that there is no silver bullet, but there is. The reason we do not have affordable housing, whether in Northern Ireland, in his constituency or in London, is that we do not have enough homes. We have not been building enough homes, and we did not build enough when we were in government. We did a great deal of good, and we did up all the country’s social housing. We made all social housing conform to the decent homes standard, which was a fantastic achievement that we do not shout about enough, but we did not build enough new homes. We needed to build more. It is all very well for the hon. Gentleman to carp about that, but, frankly, his party should look at the plank in its own eye. How much has his party built during its five years in government? Very little indeed. That is why we are in this crisis, and one thing on which we can all agree is that we must build more homes. We need to be brave and allow local communities to decide on the sorts of places that they need. The solutions that are appropriate for my constituency might not be appropriate for Nottingham or York. Nevertheless, we must drive local authorities and local people, so that we are able to give our younger generation a chance. My youngsters might not be able to live in Islington, and Nottingham youngsters might not be able to live in Nottingham, because they cannot afford to move into the sort of accommodation in which their parents lived. This is all about intergenerational justice, and we, the older generation, either have secure social rented homes or are buying our own places, but our youngsters have no chance unless we grasp the nettle and say, “Yes, we owe it to the youngsters in this country to start building more homes.”",Emily Thornberry
Affordable Housing,,2015-03-04 00:00:00,"There has been a side debate about what is affordable. In relation to house prices in Islington, may I add that social rented accommodation in Islington is set at 40% of market rent?",Emily Thornberry
Modern Slavery Bill,,2015-03-17 00:00:00,rose —,Emily Thornberry
Modern Slavery Bill,,2015-03-17 00:00:00,"I am trying to think about this in terms of the real world. It seems to me that the best way of escape for someone who is in servitude and being abused would be to find another employer, who could then be supportive. In those circumstances, someone could explain what had happened to them. Such a person is more likely to come forward in those circumstances than they are to come forward to the police when they are still in servitude and still being abused.",Emily Thornberry
Modern Slavery Bill,,2015-03-17 00:00:00,"Governments have been talking for years about bringing in a modern slavery Bill. Does my right hon. Friend agree that it is unfortunate that in the last gasp of this Government, they have brought a Bill before the House that will still not address one of the most important aspects of modern slavery?",Emily Thornberry
Modern Slavery Bill,,2015-03-17 00:00:00,"Does not the hon. Lady agree, though, that a modern slavery Bill ought to be more than just its title and the campaign behind it? It ought to be good law that will be able to affect the lives of the most vulnerable. Does she not agree that this Bill falls down on that in some important respects?",Emily Thornberry
Budget Resolutions and Economic Situation,,2015-03-20 00:00:00,"Does my hon. Friend agree that it would be an improvement in the law if there was corporate liability for the criminal acts of individuals within companies? In other words, if someone behaves dishonestly on behalf of a company, the company itself should be liable. If that law were in place, as it is in the United States, it would help with prosecutions in this country for fraud and dishonesty.",Emily Thornberry
Budget Resolutions and Economic Situation,,2015-03-20 00:00:00,Nonsense!,Emily Thornberry
Budget Resolutions and Economic Situation,,2015-03-20 00:00:00,"Will the hon. Lady tell us how many affordable homes the Mayor of London has built in Islington? I do not mean homes at 80% of market   rent; I mean truly affordable homes that have been built by the Mayor of London in Islington. If she has that figure, she will realise that what she has been saying is nonsense.",Emily Thornberry
Procedure of the House,,2015-03-26 00:00:00,"On a point of order, Mr Speaker. Given that so many Members wish to speak on this very important constitutional matter, which we have been bounced into at the last minute with the last gasp of this dreadful Government, is there not a way in which more time could be allocated so that everyone can express themselves?",Emily Thornberry
Scotland Bill,,2015-06-08 00:00:00,"I have only two minutes and 46 seconds left, but I am happy to talk to the hon. Lady outside the Chamber. I would say that the Government should keep away from this—it is a devolved issue. They may think that they can implement the Sewel convention properly and still change the Human Rights Act in relation to Scotland, but it cannot be done. Will the Minister give us a clearer outline of the Government’s definition of “normal”? Will he help us by telling us whether or not, in order to stay true to the spirit of the Smith commission’s recommendations, the Sewel convention can be placed on a much stronger statutory footing than today’s Bill achieves? As it stands, nothing in the Bill prevents this or any future Government from riding roughshod over the clearly expressed views of the Scottish Parliament and the people it represents. The first victim of such woolly legislation could well be the Human Rights Act in Scotland. Just as we will fight in England, we will fight in Scotland to make sure that we keep our Human Rights Act intact.",Emily Thornberry
