mp,debate,time,text,date
Jeremy Corbyn,Trident,,"I am not quite sure why the Minister is getting into such a bad mood about Parliament asking questions to the Ministry of Defence. That is what Parliament is for; it is why we are here. Will he give us an accurate estimate of how much will be spent on the whole programme, on the initial gate and on the Atomic Weapons Establishment at Aldermaston, before any decision is made in Parliament in 2016? Can he not revisit the idea of a quarterly statement on the vast expenditure that is going on?",2011-12-07 00:00:00
Jeremy Corbyn,Trident,,"Absolutely. If we do not know the cost, if we do not know what the alternatives are and if we do not know the foreign policy considerations surrounding the alternatives, we move into the era—once again—where the Ministry of Defence basically does what it likes and Parliament endorses it at some later stage. So we are moving—sleepwalking, actually—into a massive level of expenditure. Never mind whether people like or dislike, agree with or disagree with, nuclear weapons—is that really a sensible way for this country to go headlong into spending £100 billion?",2011-12-07 00:00:00
Jeremy Corbyn,Trident,,"Presumably, there were discussions in the MOD about exactly what the terms of the review would be, who would contribute to it and what desk research would be done. The MOD must have also decided, “Well, we’re not going to publish it anyway, so it doesn’t really matter what’s in it.” If I were a Liberal Democrat MP—I am not one, I have no intention of being one and I do not think that I ever will be one, so  I am talking about a purely hypothetical situation—I would be very angry about that because, having negotiated that review into the coalition agreement, the Liberal Democrats are now being told that they are not even allowed to know what is in it. Before I give the Minister sufficient time to reply—I am sure that he will be happy to take even more interventions than I have—I have a few questions to put to him. If the current Government are re-elected in 2015, will they provide a parliamentary vote on the Trident main gate? When will the format and timing of the annual update statements be decided, and what is the reason for delaying an announcement on those statements? To their credit, the Government have produced quarterly statements on the situation in Afghanistan, and frequent statements on the situation in the middle east and north Africa. I welcome those statements; they show openness, which is good. Consequently, those of us who take those matters very seriously can question the Foreign Secretary and the Secretary of State for Defence on them regularly in Parliament, and we know   when those opportunities are coming up. That is what Parliament is for and that is the right way of doing things. The expenditure on Trident is so massive, the decision on Trident is so huge and the implications of Trident are so enormous that we need something more than an annual statement about it to Parliament. We need at least a quarterly statement on Trident from the Secretary of State for Defence. My two final questions to the Minister concern work at Aldermaston, because it seems to me that there is something very murky going on at Aldermaston—something very murky indeed. A huge amount of money is being spent there and, as I understand it, a lot of preparation is being made there for warhead production. So we need to know what the nature of the work is to inform decisions on design of a successor warhead—work that is currently under way—and how much money is due to be spent on those studies in the current comprehensive spending review period? Also, what are the costs of the nuclear weapon sustainability programme at Aldermaston, and will the Minister make those costs public? I will conclude with this point—I have set out my position absolutely clearly. I believe that nuclear weapons are immoral and wrong, and we have huge obligations and huge opportunities through the nuclear non-proliferation treaty, not only to rid ourselves of nuclear weapons but to promote a nuclear weapons convention that would bring the non-declared nuclear weapons states—Israel, India, Pakistan and North Korea—into the discussions about ridding the world of nuclear weapons altogether. If we are serious about going down that road and achieving a nuclear-free world, we have to do something about it and set an example. It is a pretty strange example to deny Parliament the opportunity to discuss Trident in detail, so that it can know the expenditure involved, and to commit ourselves to this vast expenditure on a weapon of mass destruction that—if ever used—will indiscriminately kill millions of people on this planet. As I have said, nuclear weapons are immoral, wrong and dangerous, but we have a right to know the levels of expenditure on them. I hope that this debate is the start of many debates on this subject. Many of us who are committed on this subject will keep on raising it, so that we know the truth about the amount of money that this country is spending on weapons of mass destruction.",2011-12-07 00:00:00
Jeremy Corbyn,UK Border Agency,,"I understand that some 98,000 cases have been put in what the Home Office calls the “controlled archive section”, and it claims that many of the people involved cannot be found or located. As a constituency MP, I have many such people coming to see me, and they are living here and going through an application or appeal, and simply   waiting for a reply from the Home Office. Will the Home Secretary look again at the whole system and ensure that proper efforts are made to find people who are legitimately trying to continue their stay here?",2011-12-12 00:00:00
Jeremy Corbyn,Restorative Justice,,"Does the Minister think that restorative justice and guiding people away from the criminal justice system would be a more appropriate way of dealing with the minority of young people who were peripherally involved in disturbances last August, rather than the large number of long sentences that have been handed out to them, with all the obvious consequences for them?",2011-12-13 00:00:00
Jeremy Corbyn,Terrorism Prevention and Investigation Measures Bill,,Can the Minister explain the exact thinking behind that relatively modest extension of the transitional period to 42 days? I do not quite understand why its coinciding with the Christmas and new year period makes it difficult to introduce what will presumably be a simpler system than the one that we currently have.,2011-11-29 00:00:00
Jeremy Corbyn,Terrorism Prevention and Investigation Measures Bill,,"Does the right hon. Gentleman agree that control orders are a very serious and very great power used against people who have not been convicted? This is state power against an individual on the basis of suspicion, not evidence or conviction, so it is a serious matter. Does he also agree that TPIMs—despite my reservations about them—are an improvement on control orders and ought to be introduced as soon as practicably reasonable? I do not understand why they should be delayed for a year on the basis of the Olympic games. Presumably other events are approaching in 2013, 2014 and so on that would provide the same opportunity.",2011-11-29 00:00:00
Jeremy Corbyn,Terrorism Prevention and Investigation Measures Bill,,"I thank my right hon. Friend for giving way; she is being generous with her time. If there is a threat, it must obviously be dealt with, but does she not accept that one deals with threats by using the law, in particular the criminal law? We do not always descend into special measures such as those that we are discussing, which have a dangerous tone to them of the unaccountable   power of the state against an individual. Does she not accept that it is important to stick to the principles of the criminal law and not endlessly go off into special laws?",2011-11-29 00:00:00
Jeremy Corbyn,UK Extradition Arrangements,2017-05-01 20:26:00,"I start by congratulating the Backbench Business Committee on securing this debate and the hon. Member for Esher and Walton (Mr Raab) on how he introduced it. I also place on the record my pleasure that, after the unfortunate way in which the debate was punted into Westminster Hall, we now have it on the Floor of the House. I thank those concerned and those who campaigned to ensure that these huge petitions were responded to properly. When I was first elected to the House, I never would have dreamed it possible that public campaigns and public concern could result in a debate in the House of Commons. We spent years trying to secure debates on the Birmingham Six, the Guildford Four and several other cases that turned out to be serious miscarriages of justices and which, in the current atmosphere, would undoubtedly have attracted the same number of petitioners as the cases being discussed tonight. We should welcome the fact that Parliament has manoeuvred itself into a position where it can be more responsive to public concerns and justice issues. I hope that it continues. After all, that is what we are sent here for—not only to write laws and change laws but to consider issues of miscarriages of justice. I want to refer briefly to three cases and then make a couple of general points. I shall not talk at great length about the first one because others have done so. The case of Gary McKinnon has been well reported and documented, and his mother and family have campaigned so assiduously on it, as has his own MP and many others. It is time that we understood that the McKinnon case goes to the heart of a whole load of inadequacies, of both our system and our relationship with the United States, which, as the hon. and learned Member for Sleaford and North Hykeham (Stephen Phillips) pointed out a minute ago, is not a reciprocal arrangement, but something fundamentally different.",2011-12-05 00:00:00
Jeremy Corbyn,Extradition,,"Don’t worry, it won’t last.",2011-11-24 00:00:00
Jeremy Corbyn,Extradition,,"I understand the point that my hon. Friend makes, but is not the real problem the completely different standards of the legal systems across the European Union, and, indeed, the Council of Europe area, which, together with the virtual automaticity of the European arrest warrant, mean that we just mask the inadequacies of the current system and many people suffer miscarriages of justice?",2011-11-24 00:00:00
Jeremy Corbyn,Extradition,,"The hon. Member for Esher and Walton (Mr Raab), who secured this debate, quite rightly concluded his remarks by saying that the fact that Babar Ahmad has been in prison for so long was damaging to the image and traditions of British justice; that is absolutely true. I think that the media have missed the point; perceptions, particularly in the Muslim community across the whole country, are that Babar Ahmad has been so badly treated because of his faith and religion, suffering terrible abuse as a result. I have had a large number of contacts and e-mails from people who attend local mosques, as well as from people who attend churches and other organisations, and who are deeply concerned that somebody should languish for eight years in prison on a case that cannot be brought to court in this country, all because of the very strange arrangement that we have with the United States. Does my hon. Friend agree that if we do not mend the arrangement, this will be the image of British justice, not what we want it to be?",2011-11-24 00:00:00
Jeremy Corbyn,UK Extradition Arrangements,,"I congratulate my hon. Friend on taking up this case and on what she is saying. Does she agree that if Babar Ahmad were to face trial in this country, it is likely that the case would collapse because of the way he has been treated, the conditions under which he has been held and the nature of the accusations that have been made against him throughout?",2011-12-05 00:00:00
Jeremy Corbyn,Bank of England (Appointment of Governor) Bill,,"The hon. Gentleman makes an interesting point, but will he not care to look at the matter slightly differently? Yes, the Bill extends greater powers to the House of Commons, but in reality these are currently powers of patronage over which the House has no control. The Bill represents a very small encroachment on those powers of patronage, which are the Achilles heel and bedevilment of the British parliamentary system.",2012-07-06 00:00:00
Jeremy Corbyn,North Africa and the Near and Middle East,,Will the Foreign Secretary give way?,2011-11-28 00:00:00
Jeremy Corbyn,North Africa and the Near and Middle East,,"During the Foreign Secretary’s visit to Mauritania, did he have any discussions about the Western Sahara and the wish of its people to determine their own future, rather than remain under Moroccan occupation?",2011-11-28 00:00:00
Jeremy Corbyn,North Africa and the Near and Middle East,,"As my right hon. Friend knows, I am not in favour of anyone anywhere having nuclear weapons. He will also be aware that Iran is a signatory to the nuclear non-proliferation treaty and that last year’s review conference called for a middle east nuclear-free zone. Such a zone would obviously include Israel, which is not a signatory to the NPT. Does he not think that, at this delicate time, it is more important than ever rapidly to engage with all shades of opinion in Iran to try to head off a potentially catastrophic descent into a military attack on Iran, which clearly some people are planning to do?",2011-11-28 00:00:00
Jeremy Corbyn,North Africa and the Near and Middle East,,"I compliment my hon. Friend on the huge amount of work that he has done for many years on the issues facing the Palestinian people. Does he agree that there is an element of double standards here? Israel, the Quartet, the UN and the west in general all have discussions with Hamas and its representatives at times and negotiate with it, hence the release of Corporal Shalit in exchange for a large number of Palestinian prisoners. Is it not time to move on so that there are proper talks and proper recognition instead of the current rather unfortunate stand-off, which has lasted too long?",2011-11-28 00:00:00
Jeremy Corbyn,North Africa and the Near and Middle East,,"I compliment my right hon. Friend on her meeting with the ambassador and the efforts that she and Lord Avebury have made. Does she agree with me, however, that the current process in Bahrain is pretty awful but not particularly new and that it goes back to the suspension of the constitution a couple of decades ago and the continual denial of rights of free expression ever since? This is a merely a descent into that and much of the surveillance of the opposition is done using equipment supplied by Britain.",2011-11-28 00:00:00
Jeremy Corbyn,North Africa and the Near and Middle East,,I am very pleased that the hon. Gentleman is going to Saudi Arabia with a substantial delegation. I hope that it will involve a substantial number of women Members of this House and that it will be able to meet women’s organisations in Saudi Arabia.,2011-11-28 00:00:00
Jeremy Corbyn,North Africa and the Near and Middle East,,He is watching somewhere.,2011-11-28 00:00:00
Jeremy Corbyn,Middle East,,"It is very hard to see how there can be any confidence in Israel’s proposals while the settlements continue, the settler roads and the wall continue to be built, there is not free movement of Palestinians on the west bank, and the encirclement of Gaza continues. Will the Foreign Secretary put real pressure on the Israeli Government not just to stop settlement building but to remove all the settlements from the west bank?",2011-11-29 00:00:00
Jeremy Corbyn,Indeterminate Sentences,,"Will the Secretary of State consider the problem of pre-release of prisoners where insufficient preparation is made for training or, particularly, for somewhere to live or some kind of community support? That means, in turn, that they either stay longer in prison or are released into the community, where they are inadequately supervised and end up back in a whole regime of crime.",2011-11-08 00:00:00
Jeremy Corbyn,UK Border Force,,"Will the Home Secretary consider the question of staffing levels throughout the UK Border Agency? I am talking about the effect they have in respect of enormous queues at Heathrow and other airports, which become a deterrent to legitimate travellers; the inability of that agency to respond to written inquiries from people, including MPs; and the situation where the agency apparently cannot cope with its work load.",2011-11-07 00:00:00
Jeremy Corbyn,European Court of Human Rights,,"In view of the Attorney-General’s last answer, what pressure will Britain bring to bear during its chairmanship on eastern European countries where the treatment of Travellers, Gypsies and Roma people is so appalling and where many of them are unable to access local courts, never mind national ones, so that what happens in the European Court of Human Rights is completely beyond them? Does he not accept the need to pressurise those national Governments who are signatories to the European convention?",2011-11-15 00:00:00
Jeremy Corbyn,North Africa and the Near and Middle East,,"Is the right hon. and learned Gentleman aware that there have been demonstrations criticising the monarchy in Saudi Arabia—which have been brutally suppressed—that the army has been sent into Bahrain and that there is almost unparalleled control of the media in Saudi Arabia, even compared with the previous regimes all over the region?",2011-11-28 00:00:00
Jeremy Corbyn,North Africa and the Near and Middle East,,"Yes, that is my understanding. That is why I said that Saif does not have to be extradited to The Hague. I would prefer it if he was, but that has to be decided. However, we do have to be confident that there will be an independent judicial system. The murder of his father by a mob is not a very good precedent. We must also look at some of the other abuses of human rights that are now taking place in Libya, and have some very serious concerns. We should not say, “Ra, ra, we’ve won,” too often, because there is too much pain and too much suffering, and too many people have already died. I read an interesting article by Franklin Lamb from Sirte in Libya called “Bad moon rising over great Sirte bay.” He supported the TNC and the overthrow of Gaddafi, but he describes what he sees as problems for the future. One of them is relations with Algeria, and he also quotes someone saying about NATO: “‘They destroyed our country and now they want us to pay them to rebuild it. I wish we could rebuild without one NATO country profiting. It’s like that crazy American woman running for President of your country who wants Iraq to pay for the death of US occupation soldiers who were killed.’” The article goes on to describe the cynicism with which a great deal of the western involvement in Libya is viewed. I therefore think we should be a bit more cautious and circumspect about this matter. Egyptians are voting in their elections today. We all hope those elections will be properly run and will turn out an accountable Parliament and Government, but above all we must hope that they bring the military under democratic control. There has never been a time in Egyptian history when the primary power of the state, the armed forces, have been under any kind of democratic control. They might have been very popular at various times, and they might have been very unpopular at certain times, but they have never been subject to the kind of parliamentary control that we, along with most other countries in the world, would see as the norm in respect of our armed forces. If that is not achieved, a constitution might be developed in which the Parliament and Government exist, but only as a kind of parallel power structure—as in Chile under Pinochet, in Indonesia and, to some extent, in Turkey before the more recent reforms—with the army being effectively independent   of the democratic process, raising its own funds, existing in any way it wants and able to take control of things in the future. The people who were in Tahrir square over the weekend, and those who were killed last week by the army and police forces, were demanding accountable Government and democracy. The west should be a little cautious in thinking it can do deals with the military to bring about some kind of solution in Egypt. Egypt has always been the headquarters of the Arab League. Under Nasser it was also very much the centre of the whole Arab uprising and that period of Arab nationalism. There is a competitor on the horizon, however: the Gulf Co-operation Council, which is beginning to assert itself. The GCC started out as a fairly mild union of Gulf states, but it has now, in some respects, become a kind of rival to the Arab League. Strangely, Morocco has now joined the kingdoms of the Gulf region. The last time I looked at the map, Morocco did not appear to be a Gulf country, but perhaps something has changed. The GCC includes US bases in Bahrain, and it has allowed or encouraged or facilitated—we may choose whichever word we want—Saudi Arabia to occupy Bahrain in order to support the kingdom and condone the many human rights abuses that have gone on in Bahrain not only over the last few weeks but the last few years. Behind that, we must ask some questions about what is happening in Saudi Arabia at the present time. I was given a note about last week’s “death of four Shia protestors in Qatif…after clashes with security forces. The government accused outside agents as usual but the crisis is more profound. The Shia have been protesting since March over the detention of political prisoners without trial and asking for an end to discrimination and exclusion.” It goes on to cite: “The trial of 17 reformers described by Amnesty International as peaceful activists in Jeddah. They were sentenced to 5-30 years in prison. The case demonstrated how the justice system is under the control of the Ministry of Interior.” Many issues of human rights abuses in Saudi Arabia have to be examined but, again, Britain’s overwhelming commercial relationship with that country, through arms sales and oil imports, seems to dominate what ought to be genuine concerns about human rights there, about the inability of ordinary people there to express themselves and about the denial to women of any basic or fundamental rights that any other country in the world ought to be able to subscribe and aspire to. What my right hon. Friend the Member for Cynon Valley (Ann Clwyd) said about what is happening in Bahrain is absolutely true. I first met human rights activists from Bahrain at a UN conference in Copenhagen in 1986, when they came to see me to talk about the suspension of the constitution, the weakness of the Parliament, the power of the King, and the degree of discrimination and abuses of human rights. Last week, a very lengthy report was published by the Bahrain Independent Commission of Inquiry, and I shall quote from a small passage about the establishment of the commission by decree in June 2011: “The commission found that arbitrary arrests—in many cases pre-dawn raids conducted by armed and masked security…forces—showed the ‘existence of an operational plan’ to terrorize protestors and opposition members. It concluded that the arrests and detentions ‘could not have happened without the knowledge of higher echelons   of the command structure’ of the security forces, and that failure to investigate rights abuses could implicate not only low-level personnel, but also higher level officials.” This country has close relations with Bahrain, we have had close military co-operation with Bahrain and we have sold a great deal of equipment to Bahrain, including surveillance equipment that has been used against highly democratic human rights protestors, so we need to be cautious about our double standards. The last two points that I wish to make concern ever-present, huge threats that exist in the region. My hon. Friend the Member for Birmingham, Northfield (Richard Burden) made a brilliant speech about the situation facing Palestinian people. It was the most moving speech that I have heard for a very long time on that issue, and it was made on the basis of a very recent visit. He and I have been to the west bank and Gaza together on a number of occasions, and I hope that we will be able to go there again.",2011-11-28 00:00:00
Jeremy Corbyn,North Africa and the Near and Middle East,2017-05-01 20:57:00,"I am pleased that we are having this debate. I shall endeavour not to take too long so that time is available for everyone to speak. We are dealing with an amazing atmosphere, which is of historic proportions, across north Africa and the middle east. It is interesting to reflect that over the past 60 years, the countries of this region have seen the end of the second world war, an independence process being established, an initial Arab spring in the 1950s, the degeneration of many of those then revolutionary Governments into autocratic and authoritarian Governments who relied heavily on secret police and prisons, leading up to the uprisings that have broken out right across the region this year. I think we should bear it in mind that every single one of the countries across north Africa and the middle east has at least half of its population under the age of 25, with many even younger. There are a great deal of very young, very angry people who have been through school and college, in some cases to university, yet they cannot find jobs. There is a big economic aspect and economic demands underpinning the whole process, which then relates to the political sphere of the unaccountability of government and the power of police forces and the secret police to imprison and control people. In their search for an accountable Government and for some degree of opportunities in people’s lives, we need to be aware that people do not necessarily view western Europe or north America as a good example. They do not necessarily want to create the kind of societies that we have; they are looking for something that is identifiably theirs and of their region, not aping the previous imperial masters that controlled so much of that region for so long. We need to be a bit more cautious and respectful of the historical process that is going on. I shall touch briefly on a number of issues. First, the Foreign Secretary mentioned the meetings he had had in Mauritania and Morocco. I intervened on him—and I was grateful to him for giving way—on the question of   Western Sahara. Many people have been in refugee camps in Algeria since 1975, when, following the Spanish withdrawal from Western Sahara, Morocco marched in and established a military presence, driving them out of the area. Under decolonisation statutes, as former Spanish colonial subjects those people have the right of self-determination. They are entitled to decide whether they want to live in an autonomous region or an independent country, for instance. However, they have never been allowed to make that choice. More than 80 countries recognise the Sahrawi Arab Democratic Republic. This country does not recognise it—indeed, no European country does—but all of Africa except Morocco does, as do many other countries, particularly in Latin and central America. We should spare a thought for the difficulties of a Government who, based in refugee camps and in exile, must lead their people while the majority of them also live in refugee camps, and must explain to them that they do not want to go back to war or launch a terrorist attack. In fact, they want a peaceful resolution and look to the United Nations to provide it, and I hope that this country will do what it can to support their aim. I had a useful meeting with the Minister to discuss the issue, and he showed considerable understanding of the situation. Let me compliment him on the fact that Britain has not supported the renewal of the EU-Moroccan fish agreement on the basis that it has been of no benefit to the people in the occupied territories—although, of course, it should have been—because it is taking resources, fish in this instance, from the waters alongside the western Sahara. I hope that he is aware of the strength of feeling that exists. As chairman of the all-party parliamentary group on Western Sahara, I can assure him that we will continue to pursue the issue. According to a parliamentary answer given to me last week, the war in Libya has cost £1.8 billion, rather more than the £200 million that we were told it would cost at the start of the conflict. I am not very surprised, because wars cost an awful lot of money. I am not here to defend human rights abuses by anyone. I am here to support the idea of accountable government, an independent form of justice, and adherence to UN basic law on human rights—all the fundamental elements of the UN charter. I did not support the intervention in Libya for a number of reasons which I gave at the time, and I remain very concerned about the human rights situation in Libya. I am concerned about, for example, the number of African migrant workers who were living and working in Libya and who have been abused or murdered, or whose lives and homes have been destroyed, and the number of others who have faced summary justice in Libya since the transitional national council took over. My right hon. Friend the Member for Manchester, Gorton (Sir Gerald Kaufman) mentioned Saif, Gaddafi’s son, who has been arrested. It is still not clear whether he is in the custody of the transitional national council or in the custody of some other group in the town where he was captured, but I think that he should be put on trial. He probably has a great many interesting things to say about Libya’s economic relationship with this country, France, Italy and many other nations less than a year ago; about the amount of money that Libya spent in   this country, France and Italy less than a year ago; and about the arms supplied by all those countries. He deserves to be put on trial, not just because of the abuses of human rights carried out by his father’s regime and the killing of prisoners some time ago, but so that we can understand what those relationships lead to at the end of the day. A lot of truth needs to come out. I would prefer Saif to be tried by the International Criminal Court, but within the terms of the Rome statute, he does not have to be tried there. The national jurisdiction can put him on trial, although it must follow international standards and allow international observers and international representation.",2011-11-28 00:00:00
Jeremy Corbyn,North Africa and the Near and Middle East,,"I have been through the miserable experience of what ought to be a pleasant, if short, journey from Jerusalem to Bethlehem. One goes through many checkpoints and then sees the obscenity of the wall around Bethlehem and how it goes through streets and fields and takes people’s land away. Some people cope with it in a witty way. I went to a nice, ordinary Palestinian café in Bethlehem that I had been to before the wall was constructed 3 or 4 metres in front of it. The people there had renamed it “The Wall Café” and painted the menu on the wall. One sat in the café and read the menu off the wall, and everything on it was to do with the wall. One could have wall falafel, wall burgers, wall chips or wall coffee—it was “wall” everything. What a way to have to live! People see their whole communities and societies destroyed by the construction of the wall and the construction of settlements. Palestinians living in their village on their farm, with their olive groves, oranges or whatever else they grow suddenly find that a wall comes and they have lost access to their land, or a settlement comes and all their water is taken away, or a road is built that they are not allowed to use. There are settler roads and settlements supported by the Israeli army and police forces, who are condoning absolutely the theft of land and the occupation of the best land with the best water supplies. Then they say, “Come on—let’s make peace.” I am sorry, but if they are going to make peace they must start by ending the settlement policy and withdrawing the settlements from the west bank. But we are quite a long way away from that. Palestine applied for UN membership, and that is to be decided. I hope, although it is probably a very faint hope, that the British Government will vote in support of it. I understand we are going to take the incredibly brave position of abstaining—a really tough decision to make. And what happened when the UNESCO membership went through? Israel withdrew the tax money that should be paid to the Palestinian Authority, which means the authority is rapidly running out of   money, and the United States withdrew funding from UNESCO, which means that UNESCO will have a financial problem. Sorry, but for what? Because the Palestinians had the temerity to want to be a member of the United Nations Educational, Scientific and Cultural Organisation. That is a truly ridiculous situation. If we want peace in the middle east, we must recognise the Palestinian people and negotiate with their representatives, whether we like them or not. There are lots of representatives of the Palestinian people: Hamas, Fatah, independents, people who undertake civil disobedience and pacifists. There are people of all descriptions and views, but they are all Palestinians and they all recognise the right to exist as Palestine within that region. Israel seems incapable of deciding what its borders are, yet insists that Palestinians should continue to give up land. I strongly support the right of the Palestinian people to exist and to have their own identity, and putting false barriers in the way will not bring about peace. Israel, however, is a very powerful country. It is the world’s fourth largest arms exporter and a possessor of nuclear weapons. It has not signed a nuclear non-proliferation treaty, but it has signed up to the Mediterranean weapons of mass destruction-free zone. As a nuclear power, Israel must recognise that if we are to bring about peace in the region, it needs to be involved. Last year’s NPT review conference called for a nuclear-free middle east, so Iran as a member of the NPT organisation must obviously be part of that just as Israel, I suspect, should also be part of that process. I do not want anyone having nuclear weapons in the middle east, and I think that the best way to deal with Iran is by consultation and by having as many dealings with it as possible. It is not to condone the human rights abuses or everything that goes on, including the imprisonment of trade unionists and all the other denials of human rights, but to recognise the lessons we have learned from the wars in Afghanistan and Iraq. Are we seriously going to go down the road of having a war in Syria or Iran? I sincerely hope not. I want there to be peace and justice, but I am not convinced that the process of wars and British involvement in those wars have done anything but cost us a great deal of money and brutalised our own country. Nor have they improved our standing around the world. The Department for International Development does a great job in many ways and many places, including Palestine. We seem to be obsessed in this country with the idea that a nation of 65-odd million people on the north-west coast of Europe has the funding, resources and power to have global reach. I am not sure we do. We need to think about these things and start being much more supportive of international institutions, international law, human rights and all the other issues that go with them, rather than turning a blind eye to human rights abuses because it suits our commercial interests at certain times to sell arms, buy oil or whatever else. Let me conclude with a final thought. I have met a number of former soldiers who have been in Iraq and Afghanistan. Indeed, some of them can be found in the occupations around London. Tragically, an awful lot of former soldiers can be found as homeless people and others going through a very bad time in their lives. Almost a century ago, Siegfried Sassoon wrote that the “the war is being deliberately prolonged by those who have the power to end it”. A statement has been issued by 15 British soldiers and two Royal Marines, supported by four Americans. The first signatory is Joe Glenton, who refused to go to Iraq and has since left the Army. I shall not read it all out because it is quite long, but I shall quote part of it: “We are veterans, from the British and American Armed Forces, acting on behalf of soldiers and citizens at home. We know that these wars have nothing to do with democracy, security, women’s rights, peace or stability, they are fought for money and power, nothing else. Our comrades’ blood has lubricated the ambitions of a few. The goals could only have been achieved by negotiation and this remains the case. We have seen and endured the suffering of the soldiers affected by these wars and, unlike those who send them to fight, we know these people at a human level. We have seen and regret the suffering of the innocent people in the countries involved. We are protesting against the conduct of the war and the reasons it was started by the United States and the United Kingdom. We object to the insincerity and imperialistic objectives, for which people continue to be sacrificed, displaced, tortured, imprisoned and wounded.” It goes on to say that they think 10 years is enough for these wars. I know that is not a majority view in the House and might not even be a majority view across the whole country. However, people are increasingly questioning our foreign policy and the amount of resources we spend on weapons of mass destruction and our own nuclear weapons while claiming that nobody else should have them. I think we need a bit of a rethink on our foreign policy. We should admire and support those who stand up for democracy, but let us not start another war with Syria or Iran. That is not the right way to go.",2011-11-28 00:00:00
Jeremy Corbyn,Central Asia,,"Until fairly recently central Asia was awash with nuclear weapons, but following the declaration by Kazakhstan and a number of other nations, a nuclear-weapon-free zone has been established there. Does the Minister welcome its establishment, and will he guarantee that NATO will comply with the zone and not overfly it with any nuclear weapons or nuclear-armed aircraft so that we show respect for that attempt to introduce peace to what was once a very tense region?",2011-10-25 00:00:00
Jeremy Corbyn,Affordable Rent Scheme,,"Will the Minister tell us how much money is being provided to local authorities to develop new council homes? Why are his Government insisting that any self-funded local development be provided by increasing council rents to 80% of market value, which makes those rents totally unaffordable in many urban parts of this country?",2011-10-31 00:00:00
Jeremy Corbyn,Housing Reform,,"Some 30% of constituents in my inner-London constituency live in private rented accommodation without security of tenure and with very high rents. Many of them are threatened with eviction because of the Minister’s changes to housing benefit. Does he not think that it is important to bring about real changes in the private rented sector by giving longer-term tenancies at fixed rents, and at the same time to deal with the problem of homelessness in London by building more council housing as quickly as possible?",2011-11-21 00:00:00
Jeremy Corbyn,Gangs and Youth Violence,,"Everybody abhors gang violence and the cultures that go with it,   but does the Home Secretary recognise that some young people are attracted by a perverse sense of glamour towards gangs as an escape from overcrowded housing or as an escape from the lack of job opportunities or youth facilities? Because they cannot develop themselves in those ways, they see a gang as something worth looking at. Should we not instead invest in jobs, housing and communities as much as in all the other palliative measures that the Home Secretary has suggested?",2011-11-01 00:00:00
Jeremy Corbyn,Central Asia,,,2011-10-25 00:00:00
Jeremy Corbyn,"Legal Aid, Sentencing and Punishment of Offenders Bill",,"The Minister will, like me, have read the documents presented by Crisis, which indicate that 40% of homeless people have been squatters at some time, and that because they are often single people, they have great difficulty in getting local authority or housing association accommodation, and there are 700,000 empty properties in the country. What are homeless people supposed to do?",2011-11-01 00:00:00
Jeremy Corbyn,"Legal Aid, Sentencing and Punishment of Offenders Bill",,"My hon. Friend is old enough to recall the lengthy consultation that took place before the 1977 Act was introduced. It specifically distinguished between an occupied property and a property that had been left empty for a very long time. The issue at the time, particularly in London, was that vast numbers of   empty properties were being squatted. That law was a product of consultation. There has been no consultation on this— [ Interruption. ]  Well, there has been very limited consultation, but certainly not in the House, about criminalising people who are actually extremely desperate for all the reasons pointed out by my friend the hon. Member for Brighton, Pavilion (Caroline Lucas).",2011-11-01 00:00:00
Jeremy Corbyn,"Legal Aid, Sentencing and Punishment of Offenders Bill",,"Earlier, the hon. Gentleman made the valid point that in the past the police did not take domestic violence seriously. Does he agree that there is currently a problem in that the police often do not take elder abuse seriously, and often avoid getting seriously involved in such cases because it is not a specific crime?",2011-10-31 00:00:00
Jeremy Corbyn,"Legal Aid, Sentencing and Punishment of Offenders Bill",,"Will my hon. Friend inform the House exactly when new clause 26 was published and how long people have had to comment on it, including those from the Law Society and elsewhere?",2011-11-01 00:00:00
Jeremy Corbyn,"Legal Aid, Sentencing and Punishment of Offenders Bill",,"The right hon. Gentleman is making a strong point. However, the Guildford Four were actually the first people to be arrested and convicted under the Prevention of Terrorism (Temporary Provisions) Act 1974, which meant that they were specifically denied access to anyone at the time of arrest. That was not the case with the Birmingham Six, who instead were abused in the police station.",2011-11-02 00:00:00
Jeremy Corbyn,"Legal Aid, Sentencing and Punishment of Offenders Bill",,"The hon. Gentleman is making an important point. Let us consider the parallel of immigration law. If individuals do not have access to a lawyer to deal with an immigration case they go to an immigration adviser, who might end up, over a period, getting a great deal of money out of them, often almost by coercion, in return for very bad advice that often results in disaster. The legal aid process means that people get qualified lawyers giving sensible intelligent advice, which will save us all a great deal more money in the future.",2011-11-02 00:00:00
Jeremy Corbyn,Eurozone Crisis,,"Does the Minister agree that condemnation of the Greek people’s right to have a referendum is entirely incorrect and that they do have that right to hold a referendum; that the people of Greece have suffered greatly through cuts, wage reductions, cuts to pensions and everything else—and they are due to suffer even more—and that it is entirely wrong for the eurozone leaders to try to impose a Government of so-called national unity on the people of Greece to drive through an austerity package without giving the people a choice to decide themselves on their own future?",2011-11-03 00:00:00
